width,height,subject_nr,avatar_file,gender,other_ratee,block_nr,rater_name,rater_file,ratee_type,ratee_name,ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,rater_avatar,ratee_avatar
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,17,1,1,mature,childish,mature,mature,childish,1,mature,true,true,1633212684713,1633212684714,1633212760128,1633212761904,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,18,0,1,dependable,careless,dependable,careless,dependable,98,dependable,true,true,1633212684713,1633212684714,1633212762640,1633212765232,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,19,0,1,courteous,immature,courteous,immature,courteous,100,courteous,true,true,1633212684713,1633212684714,1633212765872,1633212769368,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,20,0,1,lively,noisy,lively,noisy,lively,100,lively,true,true,1633212684713,1633212684714,1633212769936,1633212772034,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,21,0,1,respectable,offensive,respectable,offensive,respectable,100,respectable,true,true,1633212684713,1633212684714,1633212772856,1633212775000,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,22,1,1,exuberant,withdrawn,exuberant,exuberant,withdrawn,0,exuberant,true,true,1633212684713,1633212684714,1633212775560,1633212778032,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,23,0,1,inquisitive,indecisive,inquisitive,indecisive,inquisitive,100,inquisitive,true,true,1633212684713,1633212684714,1633212778632,1633212781496,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,24,0,1,competent,emotional,competent,emotional,competent,100,competent,true,true,1633212684713,1633212684714,1633212782160,1633212785681,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,25,1,1,refined,vulgar,refined,refined,vulgar,0,refined,true,true,1633212684713,1633212684714,1633212786360,1633212788840,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,26,0,1,congenial,cynical,congenial,cynical,congenial,100,congenial,true,true,1633212684713,1633212684714,1633212789496,1633212792352,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,27,1,1,consistent,stubborn,consistent,consistent,stubborn,1,consistent,true,true,1633212684713,1633212684714,1633212793728,1633212796512,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,28,0,0,modest,smug,smug,smug,modest,100,modest,true,false,1633212684713,1633212684714,1633212797360,1633212799960,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,29,0,0,versatile,impractical,impractical,impractical,versatile,100,versatile,true,false,1633212684713,1633212684714,1633212800736,1633212803184,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,30,0,0,imaginative,pessimistic,pessimistic,pessimistic,imaginative,0,pessimistic,false,true,1633212684713,1633212684714,1633212805168,1633212807168,,,,,male14,
1536,864,6662666,female5,f,,0,Tom,,you,Lucy,female10,like,-99,0,0,ambitious,lazy,lazy,lazy,ambitious,0,lazy,false,true,1633212684713,1633212684714,1633212807993,1633212812096,1,18,1633212812768,1633212821312,male14,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,0,1,1,generous,selfish,generous,generous,selfish,25,generous,true,true,1633212684713,1633212821313,1633212822832,1633212828145,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,1,0,1,imaginative,pessimistic,imaginative,pessimistic,imaginative,99,imaginative,true,true,1633212684713,1633212821313,1633212830760,1633212833722,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,2,0,1,reliable,reckless,reliable,reckless,reliable,98,reliable,true,true,1633212684713,1633212821313,1633212834432,1633212836552,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,3,1,1,honest,liar,honest,honest,liar,0,honest,true,true,1633212684713,1633212821313,1633212837368,1633212839864,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,4,1,1,congenial,cynical,congenial,congenial,cynical,1,congenial,true,true,1633212684713,1633212821313,1633212840608,1633212842600,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,5,0,1,cheerful,sad,cheerful,sad,cheerful,100,cheerful,true,true,1633212684713,1633212821313,1633212843288,1633212845704,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,6,1,1,easy going,possessive,easy going,easy going,possessive,0,easy going,true,true,1633212684713,1633212821313,1633212848304,1633212851048,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,7,1,1,rational,foolish,rational,rational,foolish,0,rational,true,true,1633212684713,1633212821313,1633212852017,1633212854833,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,8,0,1,gentle,stern,gentle,stern,gentle,0,stern,false,false,1633212684713,1633212821313,1633212855674,1633212857962,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,9,0,1,exuberant,withdrawn,exuberant,withdrawn,exuberant,99,exuberant,true,true,1633212684713,1633212821313,1633212860928,1633212864088,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,10,0,1,charming,cruel,charming,cruel,charming,100,charming,true,true,1633212684713,1633212821313,1633212864848,1633212867320,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,11,0,1,artistic,shallow,artistic,shallow,artistic,100,artistic,true,true,1633212684713,1633212821313,1633212867952,1633212870968,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,12,0,1,talented,ordinary,talented,ordinary,talented,100,talented,true,true,1633212684713,1633212821313,1633212871753,1633212874440,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,13,1,1,eager,passive,eager,eager,passive,2,eager,true,true,1633212684713,1633212821313,1633212875376,1633212877904,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,14,1,1,lively,noisy,lively,lively,noisy,0,lively,true,true,1633212684713,1633212821313,1633212878480,1633212880832,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,15,0,1,refined,vulgar,refined,vulgar,refined,100,refined,true,true,1633212684713,1633212821313,1633212881609,1633212883545,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,16,0,1,outgoing,lonely,outgoing,lonely,outgoing,100,outgoing,true,true,1633212684713,1633212821313,1633212884177,1633212886736,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,17,1,1,precise,clumsy,precise,precise,clumsy,2,precise,true,true,1633212684713,1633212821313,1633212887464,1633212891336,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,18,0,1,helpful,greedy,helpful,greedy,helpful,89,helpful,true,true,1633212684713,1633212821313,1633212891880,1633212894672,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,19,0,1,smart,average,smart,average,smart,92,smart,true,true,1633212684713,1633212821313,1633212895425,1633212898264,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,20,1,1,wise,naive,wise,wise,naive,7,wise,true,true,1633212684713,1633212821313,1633212899049,1633212901280,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,21,1,1,polite,rude,polite,polite,rude,7,polite,true,true,1633212684713,1633212821313,1633212902064,1633212904425,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,22,1,1,spirited,angry,spirited,spirited,angry,0,spirited,true,true,1633212684713,1633212821313,1633212905257,1633212907800,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,23,1,1,logical,boring,logical,logical,boring,13,logical,true,true,1633212684713,1633212821313,1633212908496,1633212910712,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,24,1,1,productive,sloppy,productive,productive,sloppy,0,productive,true,true,1633212684713,1633212821313,1633212911400,1633212913057,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,25,1,1,inquisitive,indecisive,inquisitive,inquisitive,indecisive,1,inquisitive,true,true,1633212684713,1633212821313,1633212913817,1633212915898,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,26,1,1,calm,nervous,calm,calm,nervous,0,calm,true,true,1633212684713,1633212821313,1633212916561,1633212919377,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,27,1,1,energetic,weak,energetic,energetic,weak,0,energetic,true,true,1633212684713,1633212821313,1633212920353,1633212922296,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,28,0,0,accurate,mediocre,mediocre,mediocre,accurate,99,accurate,true,false,1633212684713,1633212821313,1633212923281,1633212926193,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,29,0,0,sincere,critical,critical,critical,sincere,1,critical,false,true,1633212684713,1633212821313,1633212927969,1633212929897,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,30,0,0,neat,strict,strict,strict,neat,0,strict,false,true,1633212684713,1633212821313,1633212930689,1633212932520,,,,,female9,
1536,864,6662666,female5,f,,1,Zara,,other,Lucy,female10,like,-99,0,0,gracious,suspicious,suspicious,suspicious,gracious,1,suspicious,false,true,1633212684713,1633212821313,1633212933281,1633212935257,1,11,1633212936089,1633212940945,female9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,0,0,1,congenial,cynical,congenial,cynical,congenial,74,congenial,true,true,1633212684713,1633212940945,1633212943577,1633212976945,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,1,1,1,tidy,wasteful,tidy,tidy,wasteful,0,tidy,true,true,1633212684713,1633212940945,1633212978625,1633212980873,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,2,1,1,vivacious,unpopular,vivacious,vivacious,unpopular,0,vivacious,true,true,1633212684713,1633212940945,1633212981505,1633212983642,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,3,0,1,neat,strict,neat,strict,neat,100,neat,true,true,1633212684713,1633212940945,1633212984225,1633212986769,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,4,1,1,honest,liar,honest,honest,liar,0,honest,true,true,1633212684713,1633212940945,1633212987410,1633212989065,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,5,0,1,competent,emotional,competent,emotional,competent,100,competent,true,true,1633212684713,1633212940945,1633212989649,1633212991298,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,6,0,1,energetic,weak,energetic,weak,energetic,100,energetic,true,true,1633212684713,1633212940945,1633212991961,1633212994625,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,7,1,1,respectable,offensive,respectable,respectable,offensive,0,respectable,true,true,1633212684713,1633212940945,1633212995313,1633212997153,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,8,0,1,optimistic,melancholy,optimistic,melancholy,optimistic,100,optimistic,true,true,1633212684713,1633212940945,1633212997769,1633213000001,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,9,1,1,calm,nervous,calm,calm,nervous,2,calm,true,true,1633212684713,1633212940945,1633213000873,1633213002952,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,10,1,1,accurate,mediocre,accurate,accurate,mediocre,17,accurate,true,true,1633212684713,1633212940945,1633213003569,1633213006217,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,11,1,1,sincere,critical,sincere,sincere,critical,11,sincere,true,true,1633212684713,1633212940945,1633213007121,1633213009473,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,12,1,1,smart,average,smart,smart,average,7,smart,true,true,1633212684713,1633212940945,1633213010057,1633213012305,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,13,0,1,attentive,jealous,attentive,jealous,attentive,94,attentive,true,true,1633212684713,1633212940945,1633213012954,1633213016721,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,14,1,1,clever,inaccurate,clever,clever,inaccurate,13,clever,true,true,1633212684713,1633212940945,1633213017497,1633213021793,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,15,0,1,diligent,neurotic,diligent,neurotic,diligent,1,neurotic,false,false,1633212684713,1633212940945,1633213022665,1633213024209,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,16,0,0,consistent,stubborn,stubborn,stubborn,consistent,100,consistent,true,false,1633212684713,1633212940945,1633213026993,1633213031289,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,17,0,0,exuberant,withdrawn,withdrawn,withdrawn,exuberant,1,withdrawn,false,true,1633212684713,1633212940945,1633213032833,1633213036440,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,18,0,0,upright,tense,tense,tense,upright,0,tense,false,true,1633212684713,1633212940945,1633213037064,1633213040672,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,19,0,0,tender,hostile,hostile,hostile,tender,1,hostile,false,true,1633212684713,1633212940945,1633213041288,1633213043720,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,20,1,0,helpful,greedy,greedy,helpful,greedy,96,greedy,false,true,1633212684713,1633212940945,1633213044392,1633213046520,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,21,0,0,inquisitive,indecisive,indecisive,indecisive,inquisitive,3,indecisive,false,true,1633212684713,1633212940945,1633213048056,1633213050688,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,22,1,0,eager,passive,passive,eager,passive,96,passive,false,true,1633212684713,1633212940945,1633213051457,1633213054024,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,23,0,0,talented,ordinary,ordinary,ordinary,talented,2,ordinary,false,true,1633212684713,1633212940945,1633213054785,1633213056968,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,24,1,0,lively,noisy,noisy,lively,noisy,97,noisy,false,true,1633212684713,1633212940945,1633213057936,1633213060792,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,25,1,0,versatile,impractical,impractical,versatile,impractical,97,impractical,false,true,1633212684713,1633212940945,1633213062352,1633213064624,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,26,0,0,enthusiastic,belligerent,belligerent,belligerent,enthusiastic,5,belligerent,false,true,1633212684713,1633212940945,1633213065504,1633213067968,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,27,0,0,proficient,indifferent,indifferent,indifferent,proficient,5,indifferent,false,true,1633212684713,1633212940945,1633213069352,1633213071608,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,28,1,0,dependable,careless,careless,dependable,careless,95,careless,false,true,1633212684713,1633212940945,1633213072240,1633213074960,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,29,1,0,artistic,shallow,shallow,artistic,shallow,96,shallow,false,true,1633212684713,1633212940945,1633213075688,1633213077544,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,30,1,0,humble,vain,vain,humble,vain,95,vain,false,true,1633212684713,1633212940945,1633213078216,1633213079880,,,,,male9,
1536,864,6662666,female5,f,,2,Mo,,you,Lucy,female10,neutral,-99,0,0,sensible,eccentric,eccentric,eccentric,sensible,1,eccentric,false,true,1633212684713,1633212940945,1633213081104,1633213083080,0,50,1633213083888,1633213085232,male9,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,0,0,1,vivacious,unpopular,vivacious,unpopular,vivacious,75,vivacious,true,true,1633212684713,1633213085232,1633213086552,1633213090072,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,1,0,1,ethical,unfair,ethical,unfair,ethical,95,ethical,true,true,1633212684713,1633213085232,1633213091320,1633213094130,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,2,1,1,charming,cruel,charming,charming,cruel,3,charming,true,true,1633212684713,1633213085232,1633213094785,1633213097497,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,3,0,1,reliable,reckless,reliable,reckless,reliable,96,reliable,true,true,1633212684713,1633213085232,1633213098641,1633213102137,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,4,1,0,congenial,cynical,cynical,congenial,cynical,5,congenial,true,false,1633212684713,1633213085232,1633213103361,1633213105441,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,5,0,0,competent,emotional,emotional,emotional,competent,95,competent,true,false,1633212684713,1633213085232,1633213106233,1633213109041,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,6,0,0,honest,liar,liar,liar,honest,94,honest,true,false,1633212684713,1633213085232,1633213109937,1633213112257,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,7,0,0,energetic,weak,weak,weak,energetic,95,energetic,true,false,1633212684713,1633213085232,1633213112945,1633213115793,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,8,0,0,inquisitive,indecisive,indecisive,indecisive,inquisitive,6,indecisive,false,true,1633212684713,1633213085232,1633213117297,1633213119097,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,9,0,0,neat,strict,strict,strict,neat,4,strict,false,true,1633212684713,1633213085232,1633213120409,1633213125001,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,10,0,0,generous,selfish,selfish,selfish,generous,4,selfish,false,true,1633212684713,1633213085232,1633213125809,1633213127777,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,11,0,0,efficient,meek,meek,meek,efficient,7,meek,false,true,1633212684713,1633213085232,1633213128417,1633213148641,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,12,1,0,calm,nervous,nervous,calm,nervous,96,nervous,false,true,1633212684713,1633213085232,1633213150025,1633213152201,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,13,1,0,lively,noisy,noisy,lively,noisy,91,noisy,false,true,1633212684713,1633213085232,1633213152832,1633213154560,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,14,0,0,precise,clumsy,clumsy,clumsy,precise,4,clumsy,false,true,1633212684713,1633213085232,1633213155168,1633213157368,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,15,1,0,optimistic,melancholy,melancholy,optimistic,melancholy,100,melancholy,false,true,1633212684713,1633213085232,1633213158080,1633213161265,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,16,1,0,sincere,critical,critical,sincere,critical,100,critical,false,true,1633212684713,1633213085232,1633213161888,1633213164272,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,17,1,0,thoughtful,obnoxious,obnoxious,thoughtful,obnoxious,100,obnoxious,false,true,1633212684713,1633213085232,1633213164864,1633213167136,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,18,0,0,mature,childish,childish,childish,mature,7,childish,false,true,1633212684713,1633213085232,1633213167824,1633213170920,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,19,1,0,attentive,jealous,jealous,attentive,jealous,88,jealous,false,true,1633212684713,1633213085232,1633213171672,1633213174072,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,20,1,0,exuberant,withdrawn,withdrawn,exuberant,withdrawn,86,withdrawn,false,true,1633212684713,1633213085232,1633213174696,1633213177760,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,21,1,0,enthusiastic,belligerent,belligerent,enthusiastic,belligerent,90,belligerent,false,true,1633212684713,1633213085232,1633213178520,1633213180184,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,22,0,0,studious,aimless,aimless,aimless,studious,20,aimless,false,true,1633212684713,1633213085232,1633213180928,1633213183056,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,23,1,0,cheerful,sad,sad,cheerful,sad,92,sad,false,true,1633212684713,1633213085232,1633213183760,1633213186056,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,24,0,0,logical,boring,boring,boring,logical,11,boring,false,true,1633212684713,1633213085232,1633213186808,1633213188792,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,25,1,0,candid,timid,timid,candid,timid,92,timid,false,true,1633212684713,1633213085232,1633213189472,1633213191536,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,26,0,0,eager,passive,passive,passive,eager,10,passive,false,true,1633212684713,1633213085232,1633213192392,1633213194825,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,27,0,0,polite,rude,rude,rude,polite,0,rude,false,true,1633212684713,1633213085232,1633213195624,1633213197616,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,28,1,0,clever,inaccurate,inaccurate,clever,inaccurate,100,inaccurate,false,true,1633212684713,1633213085232,1633213198448,1633213200544,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,29,1,0,spirited,angry,angry,spirited,angry,100,angry,false,true,1633212684713,1633213085232,1633213201624,1633213204000,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,30,1,0,ambitious,lazy,lazy,ambitious,lazy,100,lazy,false,true,1633212684713,1633213085232,1633213205352,1633213207848,,,,,male11,
1536,864,6662666,female5,f,,3,Kevin,,other,Lucy,female10,dislike,-99,1,0,gracious,suspicious,suspicious,gracious,suspicious,100,suspicious,false,true,1633212684713,1633213085232,1633213208608,1633213210608,1,79,1633213211272,1633213218649,male11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,0,1,1,gentle,stern,gentle,gentle,stern,25,gentle,true,true,1633212684713,1633213218650,1633213223177,1633213226656,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,1,1,1,logical,boring,logical,logical,boring,31,logical,true,true,1633212684713,1633213218650,1633213227401,1633213230184,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,2,1,1,charming,cruel,charming,charming,cruel,9,charming,true,true,1633212684713,1633213218650,1633213231440,1633213232920,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,3,0,1,candid,timid,candid,timid,candid,96,candid,true,true,1633212684713,1633213218650,1633213233592,1633213235913,,,,,female11,
