PtID,overallrating,trial,feedback,order,word,rule,s1bfnetot
102,30,3,0,4,1,2,19
102,30,4,1,4,0,2,19
102,30,5,1,4,0,2,19
102,30,6,1,4,0,2,19
102,30,7,1,4,0,2,19
102,30,8,1,4,0,2,19
102,30,9,0,4,0,2,19
102,30,10,0,4,1,2,19
102,30,11,1,4,0,2,19
102,30,12,0,4,0,2,19
102,30,13,1,4,0,2,19
102,30,14,1,4,0,2,19
102,30,15,0,4,0,2,19
102,30,16,0,4,1,2,19
102,30,17,1,4,0,2,19
102,30,18,0,4,1,2,19
102,30,19,1,4,0,2,19
102,30,20,1,4,0,2,19
102,30,21,1,4,0,2,19
102,30,22,1,4,0,2,19
102,30,23,1,4,0,2,19
102,30,24,1,4,0,2,19
102,30,25,0,4,0,2,19
102,30,26,1,4,0,2,19
102,30,27,1,4,0,2,19
102,30,28,0,4,0,2,19
102,30,29,1,4,0,2,19
102,30,30,1,4,0,2,19
102,30,31,1,4,0,2,19
102,30,32,0,4,0,2,19
102,50,1,0,5,1,5,19
102,50,2,1,5,0,5,19
102,50,3,0,5,0,5,19
102,50,4,0,5,0,5,19
102,50,5,0,5,1,5,19
102,50,6,1,5,0,5,19
102,50,7,0,5,0,5,19
102,50,8,1,5,1,5,19
102,50,9,1,5,1,5,19
102,50,10,1,5,1,5,19
102,50,11,1,5,0,5,19
102,50,12,1,5,0,5,19
102,50,13,1,5,1,5,19
102,50,14,1,5,0,5,19
102,50,15,0,5,1,5,19
102,50,16,1,5,1,5,19
102,50,17,1,5,0,5,19
102,50,18,0,5,0,5,19
102,50,19,1,5,0,5,19
102,50,20,0,5,0,5,19
102,50,21,0,5,0,5,19
102,50,22,0,5,1,5,19
102,50,23,1,5,0,5,19
102,50,24,0,5,0,5,19
102,50,25,1,5,1,5,19
102,50,26,1,5,1,5,19
102,50,27,0,5,1,5,19
102,50,28,1,5,0,5,19
102,50,29,1,5,1,5,19
102,50,30,0,5,1,5,19
102,50,31,0,5,0,5,19
102,50,32,1,5,0,5,19
102,70,1,1,6,1,1,19
102,70,2,1,6,1,1,19
102,70,3,1,6,1,1,19
102,70,4,1,6,1,1,19
102,70,5,0,6,1,1,19
102,70,6,0,6,1,1,19
102,70,7,0,6,0,1,19
102,70,8,1,6,1,1,19
102,70,9,1,6,1,1,19
102,70,10,0,6,0,1,19
102,70,11,0,6,1,1,19
102,70,12,0,6,0,1,19
102,70,13,1,6,1,1,19
102,70,14,1,6,1,1,19
102,70,15,0,6,1,1,19
102,70,16,1,6,1,1,19
102,70,17,1,6,1,1,19
102,70,18,1,6,1,1,19
102,70,19,1,6,1,1,19
102,70,20,1,6,1,1,19
102,70,21,1,6,1,1,19
102,70,22,1,6,1,1,19
102,70,23,0,6,1,1,19
102,70,24,1,6,1,1,19
102,70,25,1,6,1,1,19
102,70,26,1,6,1,1,19
102,70,27,1,6,0,1,19
102,70,28,0,6,0,1,19
102,70,29,1,6,1,1,19
102,70,30,1,6,1,1,19
102,70,31,1,6,1,1,19
102,70,32,1,6,1,1,19
103,20,1,0,1,1,6,17
103,20,2,0,1,0,6,17
103,20,3,1,1,0,6,17
103,20,4,1,1,0,6,17
103,20,5,1,1,0,6,17
103,20,6,1,1,0,6,17
103,20,7,0,1,0,6,17
103,20,8,0,1,0,6,17
103,20,9,1,1,0,6,17
103,20,10,1,1,1,6,17
103,20,11,0,1,1,6,17
103,20,12,0,1,1,6,17
103,20,13,0,1,1,6,17
103,20,14,1,1,0,6,17
103,20,15,0,1,0,6,17
103,20,16,1,1,1,6,17
103,20,17,0,1,0,6,17
103,20,18,1,1,0,6,17
103,20,19,0,1,0,6,17
103,20,20,1,1,1,6,17
103,20,21,1,1,1,6,17
103,20,22,1,1,1,6,17
103,20,23,0,1,1,6,17
103,20,24,0,1,1,6,17
103,20,25,1,1,1,6,17
103,20,26,0,1,0,6,17
103,20,27,0,1,0,6,17
103,20,28,1,1,1,6,17
103,20,29,1,1,0,6,17
103,20,30,0,1,1,6,17
103,20,31,0,1,0,6,17
103,20,32,1,1,0,6,17
103,10,1,0,2,1,4,17
103,10,2,1,2,0,4,17
103,10,3,0,2,0,4,17
103,10,4,1,2,0,4,17
103,10,5,0,2,1,4,17
103,10,6,1,2,0,4,17
103,10,7,1,2,0,4,17
103,10,8,0,2,1,4,17
103,10,9,0,2,1,4,17
103,10,10,0,2,0,4,17
103,10,11,0,2,1,4,17
103,10,12,0,2,1,4,17
103,10,13,0,2,1,4,17
103,10,14,1,2,0,4,17
103,10,15,0,2,0,4,17
103,10,16,1,2,0,4,17
103,10,17,1,2,0,4,17
103,10,18,0,2,1,4,17
103,10,19,1,2,1,4,17
103,10,20,0,2,1,4,17
103,10,21,1,2,0,4,17
103,10,22,1,2,0,4,17
103,10,23,1,2,1,4,17
103,10,24,1,2,0,4,17
103,10,25,0,2,1,4,17
103,10,26,1,2,1,4,17
103,10,27,0,2,1,4,17
103,10,28,1,2,0,4,17
103,10,29,1,2,0,4,17
103,10,30,0,2,1,4,17
103,10,31,1,2,0,4,17
103,10,32,1,2,1,4,17
103,70,1,0,3,0,3,17
103,70,2,1,3,1,3,17
103,70,3,0,3,1,3,17
103,70,4,0,3,0,3,17
103,70,5,0,3,0,3,17
103,70,6,1,3,1,3,17
103,70,7,1,3,0,3,17
103,70,8,0,3,0,3,17
103,70,9,1,3,1,3,17
103,70,10,0,3,0,3,17
103,70,11,0,3,0,3,17
103,70,12,1,3,0,3,17
103,70,13,1,3,1,3,17
103,70,14,1,3,1,3,17
103,70,15,0,3,1,3,17
103,70,16,1,3,1,3,17
103,70,17,1,3,1,3,17
103,70,18,1,3,1,3,17
103,70,19,1,3,1,3,17
103,70,20,1,3,1,3,17
103,70,21,1,3,1,3,17
103,70,22,1,3,1,3,17
103,70,23,0,3,1,3,17
103,70,24,0,3,0,3,17
103,70,25,1,3,0,3,17
103,70,26,0,3,0,3,17
103,70,27,1,3,1,3,17
103,70,28,0,3,0,3,17
103,70,29,0,3,0,3,17
103,70,30,1,3,1,3,17
103,70,31,1,3,1,3,17
103,70,32,0,3,1,3,17
103,30,1,0,4,1,2,17
103,30,2,0,4,1,2,17
103,30,3,1,4,0,2,17
103,30,4,1,4,1,2,17
103,30,5,0,4,0,2,17
103,30,6,0,4,1,2,17
103,30,7,0,4,1,2,17
103,30,8,0,4,1,2,17
103,30,9,0,4,1,2,17
103,30,10,1,4,0,2,17
103,30,11,1,4,0,2,17
103,30,12,0,4,1,2,17
103,30,13,1,4,1,2,17
103,30,14,0,4,1,2,17
103,30,15,0,4,1,2,17
103,30,16,0,4,1,2,17
103,30,17,0,4,1,2,17
103,30,18,0,4,0,2,17
103,30,19,1,4,0,2,17
103,30,20,0,4,1,2,17
103,30,21,0,4,1,2,17
103,30,22,1,4,0,2,17
103,30,23,0,4,1,2,17
103,30,24,0,4,0,2,17
103,30,25,1,4,0,2,17
103,30,26,1,4,0,2,17
103,30,27,1,4,0,2,17
103,30,28,0,4,0,2,17
103,30,29,1,4,0,2,17
103,30,30,0,4,1,2,17
103,30,31,0,4,0,2,17
103,30,32,0,4,1,2,17
103,70,1,0,5,1,1,17
103,70,2,1,5,1,1,17
103,70,3,1,5,1,1,17
103,70,4,1,5,1,1,17
103,70,5,0,5,1,1,17
103,70,6,1,5,1,1,17
103,70,7,0,5,0,1,17
103,70,8,0,5,0,1,17
103,70,9,1,5,1,1,17
103,70,10,0,5,0,1,17
103,70,11,0,5,0,1,17
103,70,12,0,5,0,1,17
103,70,13,1,5,1,1,17
103,70,14,1,5,1,1,17
103,70,15,0,5,0,1,17
103,70,16,1,5,1,1,17
103,70,17,1,5,1,1,17
103,70,18,0,5,1,1,17
103,70,19,1,5,0,1,17
103,70,20,1,5,1,1,17
103,70,21,0,5,0,1,17
103,70,22,0,5,0,1,17
103,70,23,1,5,1,1,17
103,70,24,0,5,0,1,17
103,70,25,1,5,1,1,17
103,70,26,1,5,0,1,17
103,70,27,0,5,0,1,17
103,70,28,1,5,0,1,17
103,70,29,1,5,1,1,17
103,70,30,0,5,0,1,17
103,70,31,1,5,0,1,17
103,70,32,0,5,0,1,17
103,60,1,1,6,1,5,17
103,60,2,1,6,0,5,17
103,60,3,1,6,0,5,17
103,60,4,0,6,0,5,17
103,60,5,0,6,0,5,17
103,60,6,0,6,0,5,17
103,60,7,1,6,0,5,17
103,60,8,0,6,1,5,17
103,60,9,0,6,1,5,17
103,60,10,0,6,1,5,17
103,60,11,0,6,0,5,17
103,60,12,1,6,1,5,17
103,60,13,1,6,0,5,17
103,60,14,1,6,1,5,17
103,60,15,0,6,1,5,17
103,60,16,0,6,0,5,17
103,60,17,1,6,0,5,17
103,60,18,0,6,0,5,17
103,60,19,0,6,1,5,17
103,60,20,1,6,1,5,17
103,60,21,0,6,1,5,17
103,60,22,0,6,0,5,17
103,60,23,1,6,1,5,17
103,60,24,1,6,0,5,17
103,60,25,1,6,0,5,17
103,60,26,1,6,1,5,17
103,60,27,1,6,0,5,17
103,60,28,1,6,1,5,17
103,60,29,1,6,1,5,17
103,60,30,0,6,0,5,17
103,60,31,0,6,1,5,17
103,60,32,1,6,0,5,17
104,50,1,1,1,1,5,18
104,50,2,0,1,1,5,18
104,50,3,1,1,0,5,18
104,50,4,0,1,0,5,18
104,50,5,1,1,0,5,18
104,50,6,1,1,1,5,18
104,50,7,0,1,0,5,18
104,50,8,0,1,1,5,18
104,50,9,1,1,1,5,18
104,50,10,0,1,1,5,18
104,50,11,0,1,0,5,18
104,50,12,0,1,1,5,18
104,50,13,0,1,0,5,18
104,50,14,1,1,1,5,18
104,50,15,0,1,1,5,18
104,50,16,1,1,0,5,18
104,50,17,1,1,1,5,18
104,50,18,1,1,0,5,18
104,50,19,0,1,1,5,18
104,50,20,1,1,1,5,18
104,50,21,0,1,0,5,18
104,50,22,1,1,0,5,18
104,50,23,0,1,1,5,18
104,50,24,1,1,1,5,18
104,50,25,1,1,1,5,18
104,50,26,1,1,1,5,18
104,50,27,0,1,1,5,18
104,50,28,1,1,0,5,18
104,50,29,1,1,1,5,18
104,50,30,0,1,1,5,18
104,50,31,0,1,0,5,18
104,50,32,1,1,0,5,18
104,30,1,0,2,0,1,18
104,30,2,1,2,1,1,18
104,30,3,1,2,1,1,18
104,30,4,1,2,1,1,18
104,30,5,1,2,1,1,18
104,30,6,0,2,1,1,18
104,30,7,0,2,0,1,18
104,30,8,1,2,1,1,18
104,30,9,0,2,0,1,18
104,30,10,0,2,1,1,18
104,30,11,0,2,0,1,18
104,30,12,1,2,1,1,18
104,30,13,1,2,1,1,18
104,30,14,1,2,1,1,18
104,30,15,1,2,1,1,18
104,30,16,1,2,0,1,18
104,30,17,1,2,1,1,18
104,30,18,1,2,0,1,18
104,30,19,1,2,1,1,18
104,30,20,0,2,0,1,18
104,30,21,0,2,0,1,18
104,30,22,0,2,0,1,18
104,30,23,1,2,1,1,18
104,30,24,0,2,1,1,18
104,30,25,1,2,1,1,18
104,30,26,0,2,0,1,18
104,30,27,1,2,0,1,18
104,30,28,1,2,1,1,18
104,30,29,1,2,1,1,18
104,30,30,0,2,0,1,18
104,30,31,1,2,1,1,18
104,30,32,0,2,0,1,18
104,70,1,1,3,1,2,18
104,70,2,1,3,1,2,18
104,70,3,0,3,1,2,18
104,70,4,1,3,0,2,18
104,70,5,1,3,0,2,18
104,70,6,0,3,1,2,18
104,70,7,0,3,1,2,18
104,70,8,0,3,1,2,18
104,70,9,1,3,0,2,18
104,70,10,0,3,1,2,18
104,70,11,0,3,1,2,18
104,70,12,0,3,1,2,18
104,70,13,0,3,1,2,18
104,70,14,1,3,0,2,18
104,70,15,1,3,0,2,18
104,70,16,0,3,0,2,18
104,70,17,1,3,0,2,18
104,70,18,0,3,0,2,18
104,70,19,1,3,0,2,18
104,70,20,1,3,0,2,18
104,70,21,0,3,1,2,18
104,70,22,1,3,0,2,18
104,70,23,0,3,1,2,18
104,70,24,0,3,0,2,18
104,70,25,1,3,0,2,18
104,70,26,0,3,1,2,18
104,70,27,1,3,0,2,18
104,70,28,1,3,0,2,18
104,70,29,0,3,1,2,18
104,70,30,0,3,0,2,18
104,70,31,0,3,1,2,18
104,70,32,0,3,1,2,18
104,80,1,1,4,1,3,18
104,80,2,1,4,0,3,18
104,80,3,0,4,0,3,18
104,80,4,1,4,1,3,18
104,80,5,1,4,1,3,18
104,80,6,1,4,1,3,18
104,80,7,0,4,0,3,18
104,80,8,0,4,1,3,18
104,80,9,1,4,1,3,18
104,80,10,1,4,1,3,18
104,80,11,1,4,1,3,18
104,80,12,1,4,1,3,18
104,80,13,1,4,0,3,18
104,80,14,1,4,1,3,18
104,80,15,0,4,0,3,18
104,80,16,1,4,1,3,18
104,80,17,1,4,1,3,18
104,80,18,1,4,1,3,18
104,80,19,0,4,1,3,18
104,80,20,1,4,1,3,18
104,80,21,1,4,1,3,18
104,80,22,0,4,1,3,18
104,80,23,1,4,1,3,18
104,80,24,0,4,1,3,18
104,80,25,1,4,1,3,18
104,80,26,0,4,0,3,18
104,80,27,1,4,1,3,18
104,80,28,1,4,1,3,18
104,80,29,1,4,1,3,18
104,80,30,1,4,1,3,18
104,80,31,0,4,1,3,18
104,80,32,0,4,0,3,18
104,20,1,1,5,1,4,18
104,20,2,0,5,1,4,18
104,20,3,1,5,0,4,18
104,20,4,0,5,0,4,18
104,20,5,1,5,0,4,18
104,20,6,0,5,1,4,18
104,20,7,0,5,1,4,18
104,20,8,0,5,1,4,18
104,20,9,1,5,0,4,18
104,20,10,1,5,0,4,18
104,20,11,1,5,0,4,18
104,20,12,1,5,0,4,18
104,20,13,1,5,0,4,18
104,20,14,1,5,0,4,18
104,20,15,1,5,0,4,18
104,20,16,1,5,0,4,18
104,20,17,1,5,0,4,18
104,20,18,1,5,0,4,18
104,20,19,0,5,0,4,18
104,20,20,0,5,0,4,18
104,20,21,1,5,0,4,18
104,20,22,1,5,0,4,18
104,20,23,1,5,0,4,18
104,20,24,0,5,1,4,18
104,20,25,1,5,1,4,18
104,20,26,0,5,1,4,18
104,20,27,1,5,0,4,18
104,20,28,1,5,0,4,18
104,20,29,1,5,1,4,18
104,20,30,1,5,0,4,18
104,20,31,1,5,0,4,18
104,20,32,1,5,0,4,18
104,50,1,0,6,0,6,18
104,50,2,0,6,1,6,18
104,50,3,0,6,1,6,18
104,50,4,0,6,0,6,18
104,50,5,0,6,0,6,18
104,50,6,0,6,0,6,18
104,50,7,0,6,1,6,18
104,50,8,1,6,0,6,18
104,50,9,0,6,1,6,18
104,50,10,1,6,0,6,18
104,50,11,1,6,0,6,18
104,50,12,1,6,0,6,18
104,50,13,0,6,0,6,18
104,50,14,0,6,1,6,18
104,50,15,0,6,1,6,18
104,50,16,0,6,0,6,18
104,50,17,0,6,1,6,18
104,50,18,0,6,0,6,18
104,50,19,0,6,1,6,18
104,50,20,0,6,1,6,18
104,50,21,0,6,0,6,18
104,50,22,0,6,1,6,18
104,50,23,1,6,0,6,18
104,50,24,0,6,0,6,18
104,50,25,0,6,1,6,18
104,50,26,1,6,0,6,18
104,50,27,0,6,0,6,18
104,50,28,0,6,1,6,18
104,50,29,0,6,0,6,18
104,50,30,0,6,0,6,18
104,50,31,0,6,1,6,18
104,50,32,0,6,0,6,18
105,50,1,0,1,1,6,31
105,50,2,1,1,0,6,31
105,50,3,0,1,0,6,31
105,50,4,1,1,1,6,31
105,50,5,0,1,1,6,31
105,50,6,1,1,1,6,31
105,50,7,1,1,0,6,31
105,50,8,0,1,0,6,31
105,50,9,1,1,0,6,31
105,50,10,0,1,0,6,31
105,50,11,1,1,0,6,31
105,50,12,0,1,1,6,31
105,50,13,1,1,0,6,31
105,50,14,0,1,1,6,31
105,50,15,0,1,1,6,31
105,50,16,1,1,1,6,31
105,50,17,0,1,1,6,31
105,50,18,1,1,1,6,31
105,50,19,0,1,1,6,31
105,50,20,1,1,1,6,31
105,50,21,0,1,1,6,31
105,50,22,0,1,1,6,31
105,50,23,1,1,1,6,31
105,50,24,1,1,1,6,31
105,50,25,1,1,0,6,31
105,50,26,0,1,0,6,31
105,50,27,1,1,0,6,31
105,50,28,0,1,1,6,31
105,50,29,1,1,0,6,31
105,50,30,0,1,0,6,31
105,50,31,1,1,0,6,31
105,50,32,0,1,0,6,31
105,40,1,0,2,1,4,31
105,40,2,0,2,1,4,31
105,40,3,1,2,0,4,31
105,40,4,0,2,0,4,31
105,40,5,1,2,0,4,31
105,40,6,0,2,1,4,31
105,40,7,1,2,0,4,31
105,40,8,1,2,0,4,31
105,40,9,0,2,0,4,31
105,40,10,1,2,0,4,31
105,40,11,1,2,0,4,31
105,40,12,0,2,0,4,31
105,40,13,0,2,1,4,31
105,40,14,1,2,1,4,31
105,40,15,1,2,0,4,31
105,40,16,1,2,0,4,31
105,40,17,1,2,0,4,31
105,40,18,1,2,0,4,31
105,40,19,1,2,0,4,31
105,40,20,0,2,1,4,31
105,40,21,0,2,1,4,31
105,40,22,0,2,1,4,31
105,40,23,1,2,1,4,31
105,40,24,1,2,0,4,31
105,40,25,1,2,1,4,31
105,40,26,1,2,0,4,31
105,40,27,1,2,0,4,31
105,40,28,1,2,0,4,31
105,40,29,1,2,0,4,31
105,40,30,1,2,0,4,31
105,40,31,1,2,0,4,31
105,40,32,1,2,1,4,31
105,50,1,1,3,1,3,31
105,50,2,0,3,1,3,31
105,50,3,1,3,1,3,31
105,50,4,0,3,0,3,31
105,50,5,1,3,1,3,31
105,50,6,1,3,1,3,31
105,50,7,1,3,1,3,31
105,50,8,0,3,1,3,31
105,50,9,1,3,1,3,31
105,50,10,1,3,1,3,31
105,50,11,1,3,0,3,31
105,50,12,1,3,1,3,31
105,50,13,0,3,0,3,31
105,50,14,1,3,0,3,31
105,50,15,1,3,1,3,31
105,50,16,1,3,1,3,31
105,50,17,1,3,1,3,31
105,50,18,1,3,1,3,31
105,50,19,0,3,0,3,31
105,50,20,0,3,0,3,31
105,50,21,1,3,1,3,31
105,50,22,1,3,1,3,31
105,50,23,0,3,0,3,31
105,50,24,1,3,0,3,31
105,50,25,0,3,0,3,31
105,50,26,1,3,1,3,31
105,50,27,0,3,0,3,31
105,50,28,0,3,1,3,31
105,50,29,1,3,1,3,31
105,50,30,0,3,0,3,31
105,50,31,0,3,1,3,31
105,50,32,1,3,1,3,31
105,60,1,1,4,0,1,31
105,60,2,1,4,1,1,31
105,60,3,0,4,0,1,31
105,60,4,1,4,1,1,31
105,60,5,1,4,1,1,31
105,60,6,0,4,1,1,31
105,60,7,0,4,0,1,31
105,60,8,0,4,0,1,31
105,60,9,1,4,1,1,31
105,60,10,0,4,0,1,31
105,60,11,1,4,0,1,31
105,60,12,1,4,1,1,31
105,60,13,1,4,1,1,31
105,60,14,1,4,1,1,31
105,60,15,0,4,0,1,31
105,60,16,1,4,0,1,31
105,60,17,1,4,1,1,31
105,60,18,1,4,1,1,31
105,60,19,0,4,0,1,31
105,60,20,1,4,1,1,31
105,60,21,1,4,1,1,31
105,60,22,1,4,1,1,31
105,60,23,1,4,1,1,31
105,60,24,1,4,1,1,31
105,60,25,0,4,1,1,31
105,60,26,0,4,1,1,31
105,60,27,1,4,1,1,31
105,60,28,1,4,1,1,31
105,60,29,1,4,1,1,31
105,60,30,1,4,1,1,31
105,60,31,1,4,1,1,31
105,60,32,1,4,1,1,31
105,70,1,0,5,1,5,31
105,70,2,1,5,1,5,31
105,70,3,1,5,1,5,31
105,70,4,0,5,1,5,31
105,70,5,0,5,1,5,31
105,70,6,1,5,1,5,31
105,70,7,1,5,0,5,31
105,70,8,1,5,1,5,31
105,70,9,1,5,1,5,31
105,70,10,1,5,1,5,31
105,70,11,0,5,1,5,31
105,70,12,0,5,1,5,31
105,70,13,1,5,1,5,31
105,70,14,0,5,1,5,31
105,70,15,0,5,1,5,31
105,70,16,1,5,1,5,31
105,70,17,1,5,0,5,31
105,70,18,0,5,1,5,31
105,70,19,1,5,1,5,31
105,70,20,1,5,1,5,31
105,70,21,1,5,1,5,31
105,70,22,1,5,1,5,31
105,70,23,0,5,1,5,31
105,70,24,0,5,1,5,31
105,70,25,0,5,1,5,31
105,70,26,1,5,1,5,31
105,70,27,1,5,0,5,31
105,70,28,1,5,1,5,31
105,70,29,1,5,1,5,31
105,70,30,1,5,1,5,31
105,70,31,0,5,1,5,31
105,70,32,0,5,1,5,31
105,70,1,0,6,0,2,31
105,70,2,0,6,1,2,31
105,70,3,0,6,1,2,31
105,70,4,0,6,1,2,31
105,70,5,1,6,0,2,31
105,70,6,1,6,0,2,31
105,70,7,0,6,0,2,31
105,70,8,1,6,0,2,31
105,70,9,1,6,0,2,31
105,70,10,1,6,0,2,31
105,70,11,1,6,0,2,31
105,70,12,1,6,0,2,31
105,70,13,1,6,0,2,31
105,70,14,0,6,0,2,31
105,70,15,1,6,0,2,31
105,70,16,1,6,0,2,31
105,70,17,0,6,0,2,31
105,70,18,1,6,0,2,31
105,70,19,0,6,1,2,31
105,70,20,1,6,0,2,31
105,70,21,1,6,0,2,31
105,70,22,1,6,0,2,31
105,70,23,1,6,0,2,31
105,70,24,1,6,0,2,31
105,70,25,1,6,0,2,31
105,70,26,0,6,1,2,31
105,70,27,1,6,0,2,31
105,70,28,0,6,1,2,31
105,70,29,0,6,0,2,31
105,70,30,0,6,0,2,31
105,70,31,0,6,1,2,31
105,70,32,1,6,1,2,31
106,40,1,1,1,1,6,19
106,40,2,0,1,1,6,19
106,40,3,1,1,1,6,19
106,40,4,0,1,1,6,19
106,40,5,1,1,1,6,19
106,40,6,0,1,0,6,19
106,40,7,1,1,1,6,19
106,40,8,0,1,1,6,19
106,40,9,1,1,1,6,19
106,40,10,0,1,1,6,19
106,40,11,0,1,1,6,19
106,40,12,1,1,0,6,19
106,40,13,1,1,1,6,19
106,40,14,0,1,0,6,19
106,40,15,1,1,1,6,19
106,40,16,0,1,0,6,19
106,40,17,1,1,1,6,19
106,40,18,0,1,1,6,19
106,40,19,0,1,1,6,19
106,40,20,1,1,1,6,19
106,40,21,1,1,1,6,19
106,40,22,0,1,1,6,19
106,40,23,0,1,1,6,19
106,40,24,1,1,1,6,19
106,40,25,0,1,1,6,19
106,40,26,1,1,1,6,19
106,40,27,0,1,0,6,19
106,40,28,1,1,1,6,19
106,40,29,0,1,1,6,19
106,40,30,1,1,1,6,19
106,40,31,1,1,1,6,19
106,40,32,0,1,1,6,19
106,10,1,0,2,1,4,19
106,10,2,1,2,0,4,19
106,10,3,0,2,1,4,19
106,10,4,1,2,1,4,19
106,10,5,1,2,0,4,19
106,10,6,1,2,0,4,19
106,10,7,0,2,1,4,19
106,10,8,1,2,0,4,19
106,10,9,1,2,1,4,19
106,10,10,0,2,1,4,19
106,10,11,0,2,1,4,19
106,10,12,0,2,0,4,19
106,10,13,1,2,0,4,19
106,10,14,1,2,0,4,19
106,10,15,1,2,0,4,19
106,10,16,1,2,0,4,19
106,10,17,1,2,0,4,19
106,10,18,1,2,0,4,19
106,10,19,0,2,0,4,19
106,10,20,1,2,0,4,19
106,10,21,1,2,0,4,19
106,10,22,1,2,0,4,19
106,10,23,0,2,1,4,19
106,10,24,0,2,0,4,19
106,10,25,0,2,1,4,19
106,10,26,1,2,0,4,19
106,10,27,1,2,0,4,19
106,10,28,1,2,0,4,19
106,10,29,1,2,0,4,19
106,10,30,0,2,0,4,19
106,10,31,1,2,0,4,19
106,10,32,0,2,0,4,19
106,70,1,1,3,1,3,19
106,70,2,0,3,1,3,19
106,70,3,0,3,1,3,19
106,70,4,0,3,0,3,19
106,70,5,1,3,1,3,19
106,70,6,0,3,0,3,19
106,70,7,1,3,1,3,19
106,70,8,1,3,1,3,19
106,70,9,1,3,1,3,19
106,70,10,1,3,1,3,19
106,70,11,1,3,1,3,19
106,70,12,0,3,1,3,19
106,70,13,1,3,1,3,19
106,70,14,1,3,0,3,19
106,70,15,1,3,1,3,19
106,70,16,1,3,1,3,19
106,70,17,1,3,1,3,19
106,70,18,0,3,0,3,19
106,70,19,1,3,1,3,19
106,70,20,0,3,0,3,19
106,70,21,1,3,1,3,19
106,70,22,1,3,1,3,19
106,70,23,1,3,1,3,19
106,70,24,1,3,1,3,19
106,70,25,1,3,1,3,19
106,70,26,1,3,1,3,19
106,70,27,1,3,1,3,19
106,70,28,0,3,1,3,19
106,70,29,0,3,1,3,19
106,70,30,1,3,1,3,19
106,70,31,1,3,1,3,19
106,70,32,0,3,0,3,19
106,60,1,1,4,1,5,19
106,60,2,1,4,1,5,19
106,60,3,0,4,1,5,19
106,60,4,0,4,1,5,19
106,60,5,0,4,1,5,19
106,60,6,1,4,1,5,19
106,60,7,1,4,1,5,19
