"ptID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL"
660017.000000,0.692666,0.559458,5.738786,5.738786,2.000000,2.000000,6.312435,0.100001,0.440635,0.593648,3.995901,0.999001,-61.202324
660018.000000,0.688012,0.507080,7.053816,7.053816,2.000006,2.000006,6.426429,0.100001,0.319418,-0.536216,1.237107,0.999004,-34.141938
660019.000000,0.759447,0.492048,21.040708,21.040708,2.000002,2.000002,6.584144,0.099998,0.201459,-0.572154,11.889583,0.998989,-85.588652
660020.000000,0.745635,0.567753,3.391912,3.391912,1.999999,1.999999,7.570657,0.100005,0.261918,0.426552,9.426239,0.998999,-68.105378
660021.000000,0.627008,0.369030,17.001565,17.001565,1.999997,1.999997,9.069743,0.100000,0.236279,-0.255498,3.730880,0.998994,-53.229701
660022.000000,0.784106,0.508211,14.500819,14.500819,1.999991,1.999991,7.510027,0.099995,0.122878,-0.059866,6.569890,0.999005,-62.368185
660023.000000,0.846194,0.514094,4.333892,4.333892,2.000015,2.000015,6.423690,0.099996,0.302425,-0.558816,3.353890,0.998992,-50.153127
660024.000000,0.682453,0.410096,11.991655,11.991655,2.000001,2.000001,6.237634,0.099998,0.195538,0.180225,3.384239,0.999001,-65.855662
660025.000000,0.584312,0.645446,7.897011,7.897011,1.999990,1.999990,7.310201,0.100005,0.401289,0.216039,8.723145,0.999004,-82.904522
660026.000000,0.906614,0.603174,12.832753,12.832753,2.000002,2.000002,7.792108,0.100004,0.375086,-0.504228,1.792105,0.999007,-32.146937
660027.000000,0.821647,0.448922,8.619483,8.619483,2.000009,2.000009,5.782531,0.100002,0.134430,0.182650,5.793840,0.998999,-68.706570
660028.000000,0.819356,0.548138,21.843931,21.843931,2.000006,2.000006,6.739968,0.100001,0.272411,0.653149,8.134774,0.999004,-76.310546
660029.000000,0.713825,0.443319,3.405183,3.405183,2.000006,2.000006,10.009882,0.100001,0.243007,0.634929,0.830044,0.998999,-25.662209
660030.000000,0.399162,0.624683,9.143223,9.143223,2.000002,2.000002,6.564205,0.099991,0.365792,-0.307075,5.473896,0.999005,-66.083894
660031.000000,0.780796,0.451730,7.359137,7.359137,1.999999,1.999999,8.402113,0.100006,0.156586,-0.521468,5.351820,0.999000,-48.461618
660032.000000,0.736420,0.421108,3.265869,3.265869,2.000000,2.000000,8.768528,0.100003,0.237966,-0.146892,2.223273,0.999005,-39.604897
660033.000000,0.810719,0.544054,11.973113,11.973113,2.000001,2.000001,8.309743,0.100008,0.112148,-0.101977,4.823807,0.998994,-41.066334
660034.000000,0.669571,0.673771,5.060231,5.060231,1.999989,1.999989,5.922072,0.100001,0.179633,0.641253,3.632063,0.999001,-68.065526
660035.000000,0.623961,0.651036,2.608011,2.608011,2.000008,2.000008,6.807198,0.099999,0.131861,0.079036,4.849522,0.998994,-58.791157
660036.000000,0.783365,0.801734,21.887215,21.887215,2.000000,2.000000,7.791300,0.100001,0.295924,-1.142262,2.762259,0.998999,-30.733812
660037.000000,0.787502,0.616331,8.283744,8.283744,1.999989,1.999989,5.518821,0.100007,0.264486,0.090324,4.182993,0.999015,-63.229153
660038.000000,0.610380,0.547358,13.390023,13.390023,2.000007,2.000007,6.912311,0.100005,0.365843,0.235082,1.745642,0.999004,-40.987663
660039.000000,0.723877,0.757451,4.761544,4.761544,2.000000,2.000000,6.478511,0.099991,0.157523,-1.078073,9.245957,0.999001,-92.672677
660040.000000,0.783815,0.595069,20.744023,20.744023,2.000008,2.000008,6.590518,0.099995,0.380004,1.409436,4.478039,0.998996,-56.990318
660041.000000,0.752784,0.435931,4.987554,4.987554,2.000003,2.000003,6.806612,0.100003,0.201756,0.426577,5.880825,0.999003,-53.447665
660042.000000,0.840486,0.680967,2.814047,2.814047,2.000009,2.000009,5.698546,0.099991,0.360836,-0.381778,0.300291,0.999000,-44.863253
660043.000000,0.890454,0.683694,15.052142,15.052142,1.999995,1.999995,6.147280,0.100005,0.408916,0.738514,6.412337,0.998995,-66.414252
660044.000000,0.684652,0.722905,25.828945,25.828945,2.000002,2.000002,7.212137,0.100002,0.204898,0.590992,5.611147,0.999002,-72.353655
660045.000000,0.691167,0.611574,5.665262,5.665262,2.000008,2.000008,6.749295,0.100004,0.102834,0.674951,4.138586,0.999003,-57.429477
660046.000000,0.651407,0.658791,6.045774,6.045774,1.999998,1.999998,5.990698,0.099993,0.297541,0.740598,5.443684,0.998997,-66.480947
660047.000000,0.538420,0.432214,34.231775,34.231775,2.000001,2.000001,5.868877,0.099994,0.181746,-0.044111,10.107071,0.999000,-101.211556
660048.000000,0.521967,0.466797,4.288745,4.288745,2.000007,2.000007,10.061705,0.100008,0.217056,0.804390,4.937623,0.998999,-53.331606
660049.000000,0.548251,0.533993,5.013549,5.013549,1.999999,1.999999,6.340773,0.099998,0.123034,0.399507,1.861348,0.999002,-45.436675
660050.000000,0.621414,0.450527,2.240904,2.240904,1.999999,1.999999,8.297917,0.100008,0.310457,-0.665979,4.503641,0.999006,-51.029001
660051.000000,0.773609,0.481462,10.675403,10.675403,2.000005,2.000005,6.622586,0.099996,0.176812,0.388343,6.269907,0.998998,-52.752776
660052.000000,0.478493,0.582481,7.337086,7.337086,2.000000,2.000000,9.052252,0.100002,0.174466,1.346716,3.357068,0.998998,-26.729619
660053.000000,0.778426,0.379031,9.935419,9.935419,2.000000,2.000000,10.109277,0.100006,0.292921,-0.561371,6.320050,0.998998,-40.653214
660054.000000,0.634938,0.316729,1.608854,1.608854,2.000002,2.000002,7.644944,0.099998,0.320850,0.266870,1.575945,0.998994,-28.597398
660055.000000,0.840494,0.628393,7.048152,7.048152,1.999995,1.999995,7.395282,0.100001,0.107552,0.636375,5.177003,0.999002,-56.863518
660056.000000,0.509097,0.766618,16.727932,16.727932,1.999996,1.999996,6.825364,0.099997,0.295264,0.556239,5.941779,0.999002,-83.787436
660057.000000,0.776351,0.417299,15.254736,15.254736,1.999996,1.999996,7.866756,0.099995,0.378852,0.327904,6.996287,0.998997,-59.654807
660058.000000,0.803210,0.462389,6.763785,6.763785,1.999999,1.999999,7.726092,0.100006,0.226667,-0.041881,5.792017,0.998997,-59.172005
660059.000000,0.863257,0.702316,18.115747,18.115747,1.999998,1.999998,5.373538,0.099996,0.296334,-0.296290,5.798324,0.998997,-74.111352
660060.000000,0.736365,0.541236,12.012237,12.012237,1.999992,1.999992,8.884267,0.099999,0.291636,1.176913,5.052210,0.999006,-47.990729
660061.000000,0.664304,0.698987,12.672859,12.672859,2.000000,2.000000,6.731152,0.100003,0.166133,-0.459804,7.463968,0.999003,-76.274718
660062.000000,0.779914,0.513030,9.016142,9.016142,1.999993,1.999993,5.640003,0.100002,0.156029,0.160662,1.149037,0.998998,-42.140120
660063.000000,0.570794,0.641102,9.007455,9.007455,2.000001,2.000001,5.797454,0.099994,0.143131,0.711790,6.524903,0.999001,-79.854495
660064.000000,0.594493,0.417953,18.792033,18.792033,2.000002,2.000002,5.845995,0.100008,0.112284,0.272039,6.703757,0.999001,-87.797436
660065.000000,0.566629,0.601316,7.632074,7.632074,2.000001,2.000001,6.695401,0.100003,0.201959,-0.686586,7.287668,0.999005,-86.479009
660066.000000,0.808747,0.348595,12.452421,12.452421,1.999995,1.999995,8.254635,0.100005,0.367846,1.152465,1.475909,0.999002,-23.443748
660067.000000,0.872438,0.571330,9.129027,9.129027,1.999996,1.999996,8.569600,0.100001,0.393419,-0.529076,2.958383,0.999000,-54.553499
660068.000000,0.735352,0.435288,11.796468,11.796468,1.999999,1.999999,8.814577,0.100000,0.278079,-0.447998,0.858400,0.998988,-24.799036
660069.000000,0.900538,0.646118,27.214274,27.214274,1.999999,1.999999,5.394464,0.099994,0.148321,-1.338607,6.730046,0.998995,-60.924081
660070.000000,0.748226,0.586737,5.424825,5.424825,2.000006,2.000006,7.463209,0.099992,0.241118,0.254974,3.776371,0.999002,-43.354632
660071.000000,0.848688,0.626495,20.439576,20.439576,2.000010,2.000010,9.432817,0.100002,0.449442,-0.826377,5.122732,0.999003,-42.860581
660072.000000,0.753501,0.529397,1.846349,1.846349,2.000000,2.000000,5.694121,0.099997,0.344787,-0.421514,7.122150,0.998996,-68.454148
660073.000000,0.896818,0.701535,3.882492,3.882492,2.000004,2.000004,10.478318,0.099987,0.203226,-0.675462,5.865443,0.999004,-37.260048
660074.000000,0.735549,0.567985,11.468222,11.468222,1.999995,1.999995,5.933760,0.100004,0.198566,0.969826,7.549097,0.998995,-82.176145
660075.000000,0.757119,0.662606,10.345954,10.345954,1.999997,1.999997,8.467490,0.100016,0.257352,0.387781,9.047387,0.998998,-64.083278
660076.000000,0.584857,0.588316,1.759432,1.759432,1.999996,1.999996,6.045093,0.100005,0.200949,-0.452712,3.748996,0.998997,-65.953767
660077.000000,0.844905,0.517146,4.297560,4.297560,2.000004,2.000004,7.578087,0.100004,0.193426,-0.726043,5.704687,0.999000,-60.799211
660078.000000,0.703003,0.501398,11.664412,11.664412,2.000000,2.000000,6.850923,0.099998,0.080675,0.804949,6.918834,0.999000,-60.151968
660079.000000,0.916872,0.721196,5.995124,5.995124,1.999992,1.999992,5.865512,0.099994,0.307820,0.129081,8.677503,0.998994,-73.325058
660080.000000,0.748571,0.594614,6.587280,6.587280,1.999994,1.999994,8.460042,0.100010,0.351417,0.475977,2.019064,0.999003,-29.193638
660081.000000,0.866717,0.681058,10.002872,10.002872,1.999999,1.999999,7.824840,0.099995,0.134315,-0.918942,4.290517,0.998996,-55.042537
660082.000000,0.842701,0.543684,16.679938,16.679938,1.999989,1.999989,6.343636,0.099995,0.341125,0.371149,12.211467,0.999010,-75.595569
660083.000000,0.864652,0.509934,1.172123,1.172123,2.000003,2.000003,6.990296,0.099999,0.458006,-1.721197,3.774143,0.998990,-35.542027
660084.000000,0.516873,0.621667,18.938249,18.938249,1.999999,1.999999,6.118824,0.100008,0.301037,0.629013,7.786093,0.999007,-92.409018
660085.000000,0.928907,0.665878,15.199156,15.199156,2.000002,2.000002,7.841425,0.100000,0.250886,0.224408,-0.635685,0.999006,-35.144796
660086.000000,0.794349,0.609357,16.554993,16.554993,1.999997,1.999997,5.980332,0.100003,0.385844,0.419651,4.284523,0.998992,-68.481818
660087.000000,0.817031,0.645286,24.833300,24.833300,2.000003,2.000003,6.619400,0.100002,0.274535,-0.759110,4.045150,0.998997,-70.477893
660088.000000,0.637118,0.529568,4.443437,4.443437,2.000001,2.000001,7.488363,0.099998,0.209973,1.178671,8.523606,0.998995,-67.939203
660089.000000,0.784219,0.500703,6.731880,6.731880,1.999996,1.999996,5.466648,0.100006,0.103498,0.007481,5.586570,0.998992,-72.557956
660090.000000,0.809271,0.593530,7.809208,7.809208,1.999997,1.999997,6.717769,0.100003,0.105959,0.352231,1.462861,0.999000,-41.891360
660091.000000,0.834901,0.700412,4.589721,4.589721,2.000002,2.000002,5.666246,0.100000,0.401239,-1.019525,9.360594,0.999004,-71.159778
660092.000000,0.508062,0.779622,14.551915,14.551915,2.000005,2.000005,7.453090,0.100000,0.387166,-0.596616,0.777460,0.998999,-23.518650
660093.000000,0.703919,0.428131,10.600824,10.600824,2.000003,2.000003,8.358756,0.100007,0.233329,-0.195214,4.674670,0.998998,-50.034549
660094.000000,0.698546,0.698038,8.370309,8.370309,2.000000,2.000000,5.524820,0.099995,0.494259,-0.187090,-0.563790,0.998999,-47.131135
660095.000000,0.524950,0.464597,12.586482,12.586482,2.000007,2.000007,8.682008,0.099992,0.466489,-0.900534,9.305372,0.998996,-75.352176
660096.000000,0.675133,0.854445,14.269675,14.269675,2.000009,2.000009,7.409236,0.100012,0.276086,-0.121408,-0.284809,0.999007,-22.874290
660097.000000,0.772309,0.532712,31.988494,31.988494,2.000009,2.000009,5.955941,0.099999,0.139666,0.638596,4.343831,0.999002,-48.747046
660098.000000,0.646212,0.687595,10.743024,10.743024,2.000002,2.000002,8.895055,0.099999,0.087584,0.628976,6.191121,0.999003,-60.268069
660099.000000,0.776418,0.675138,22.295573,22.295573,2.000001,2.000001,6.275076,0.100006,0.207628,-0.453118,7.247026,0.999005,-89.605183
660100.000000,0.639826,0.708578,11.315363,11.315363,2.000009,2.000009,7.083268,0.100000,0.257803,1.387774,3.831351,0.998999,-36.318815
