"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
660014.000000,0.529451,1.391556,2.036423,2.036423,0.693147,0.693147,2.136876,-2.197225,-0.920619,0.409185,2.849421,6.910000,-48.730313,-43.051596,111.460626,120.121704,3.927273,5.109091,2.654545,4.309091,NaN,3.327273,4.200000,NaN,4.454545,5.090909,2.581818,6.000000,1.018182,3.927273,NaN,2.000000,5.000000,NaN,3.163636,5.200000
660015.000000,2.158268,0.346886,2.877523,2.877523,0.693147,0.693147,2.057067,-2.197225,-0.386737,-0.670724,8.061829,6.910000,-67.587372,-62.178645,149.174744,157.835821,4.945455,5.745455,3.800000,5.872727,NaN,1.381818,3.018182,NaN,4.163636,4.527273,3.018182,5.927273,1.163636,4.000000,NaN,1.781818,4.545455,NaN,3.218182,5.000000
660016.000000,0.064639,-0.177537,2.126329,2.126329,0.693147,0.693147,2.092078,-2.197225,4.248941,-0.630731,1.886499,6.910000,-39.990249,-34.379691,93.980498,102.641575,2.000000,3.800000,1.600000,3.654545,NaN,1.545455,2.981818,NaN,2.436364,2.927273,2.109091,5.945455,1.000000,3.527273,NaN,1.181818,4.672727,NaN,2.981818,5.000000
660017.000000,0.812615,0.486754,2.296697,2.296697,0.693147,0.693147,1.842521,-2.197225,0.256850,0.593648,3.995901,6.910000,-57.740256,-52.071171,129.480513,138.141590,4.054545,5.527273,3.509091,5.545455,NaN,2.945455,4.218182,NaN,4.400000,5.036364,3.000000,6.000000,1.145455,4.036364,NaN,2.000000,4.981818,NaN,3.163636,5.090909
660018.000000,0.790843,0.028321,2.544282,2.544282,0.693147,0.693147,1.860419,-2.197225,-1.107739,-0.536216,0.789685,6.910000,-33.410649,-27.969061,80.821297,89.482374,2.745455,4.218182,1.909091,3.818182,NaN,1.654545,2.581818,NaN,2.727273,3.145455,2.109091,5.981818,1.000000,3.636364,NaN,1.200000,4.618182,NaN,3.000000,5.000000
660019.000000,1.149650,-0.031810,3.046459,3.046459,0.693147,0.693147,1.884664,-2.197225,-1.377200,-0.572154,11.889583,6.910000,-85.592344,-80.372650,185.184688,193.845765,5.218182,6.000000,4.345455,5.618182,NaN,1.636364,3.218182,NaN,3.636364,2.727273,3.109091,6.000000,1.509091,4.018182,NaN,1.872727,4.418182,NaN,3.018182,5.000000
660020.000000,1.075467,0.272688,1.221394,1.221394,0.693147,0.693147,2.024280,-2.197225,-0.628819,0.711863,9.426239,6.910000,-67.261157,-61.594939,148.522314,157.183391,4.690909,6.000000,3.654545,5.709091,NaN,2.272727,4.654545,NaN,4.072727,4.727273,2.436364,6.000000,1.018182,4.000000,NaN,1.400000,5.000000,NaN,2.963636,5.200000
660021.000000,0.519401,-0.536379,2.833305,2.833305,0.693147,0.693147,2.204944,-2.197225,-1.173191,-0.255498,3.730880,6.910000,-53.231250,-47.742512,120.462500,129.123577,3.800000,5.236364,2.472727,4.909091,NaN,1.436364,2.327273,NaN,2.363636,3.127273,2.690909,6.000000,1.000000,3.781818,NaN,1.363636,4.727273,NaN,2.981818,5.000000
660022.000000,1.289758,0.032845,2.674205,2.674205,0.693147,0.693147,2.016239,-2.197225,-1.965454,-0.271839,6.569890,6.910000,-61.676067,-56.154246,137.352133,146.013210,4.800000,6.000000,3.636364,5.727273,NaN,1.218182,2.472727,NaN,3.909091,3.600000,3.000000,6.000000,1.054545,4.036364,NaN,1.672727,4.654545,NaN,3.000000,5.000000
660023.000000,2.246066,0.267669,0.479880,0.479880,0.693147,0.693147,2.431991,-2.197225,-0.835776,-0.558816,3.353890,6.910000,-45.248406,-39.501546,104.496811,113.157889,3.636364,5.272727,2.472727,4.927273,NaN,1.054545,2.763636,NaN,2.690909,3.763636,2.418182,6.000000,1.000000,3.927273,NaN,1.200000,4.818182,NaN,2.981818,5.000000
660024.000000,0.412055,-0.363568,2.484211,2.484211,0.693147,0.693147,1.830601,-2.197225,-1.897306,0.180225,3.384239,6.910000,-65.367362,-59.747587,144.734725,153.395802,4.036364,5.727273,3.181818,5.000000,NaN,2.490909,3.654545,NaN,3.418182,3.363636,2.763636,6.000000,1.018182,4.000000,NaN,1.763636,4.800000,NaN,3.000000,5.000000
660025.000000,0.340500,0.599079,2.066484,2.066484,0.693147,0.693147,1.989271,-2.197225,-3.760324,0.459247,6.778516,6.910000,-78.923366,-73.281130,171.846733,180.507810,3.618182,5.527273,2.400000,5.200000,NaN,3.036364,4.090909,NaN,4.618182,5.472727,2.418182,6.000000,1.018182,3.872727,NaN,2.000000,4.909091,NaN,3.054545,5.109091
660026.000000,2.927566,0.418707,1.841601,1.841601,0.693147,0.693147,2.053111,-2.197225,-0.208368,-0.504228,1.792105,6.910000,-31.395407,-25.735765,76.790813,85.451891,3.054545,4.327273,2.000000,4.672727,NaN,1.963636,2.727273,NaN,2.836364,3.636364,2.181818,5.981818,1.000000,3.927273,NaN,1.018182,4.672727,NaN,2.981818,5.000000
660027.000000,1.022037,-0.205026,2.154025,2.154025,0.693147,0.693147,1.754842,-2.197225,-2.434810,0.182650,5.793840,6.910000,-68.140288,-62.467651,150.280576,158.941653,4.472727,6.000000,3.872727,5.690909,NaN,1.563636,2.436364,NaN,2.327273,3.909091,2.890909,6.000000,1.145455,4.000000,NaN,1.436364,4.781818,NaN,2.981818,5.000000
660028.000000,1.511990,0.193151,3.083923,3.083923,0.693147,0.693147,1.908055,-2.197225,-1.378906,0.653149,8.134774,6.910000,-75.954706,-70.634365,165.909411,174.570489,5.163636,6.000000,4.418182,5.927273,NaN,2.927273,4.654545,NaN,3.709091,5.200000,3.054545,6.000000,1.818182,4.181818,NaN,2.000000,4.363636,NaN,3.054545,5.000000
660029.000000,0.914033,0.017838,2.560478,2.560478,0.693147,0.693147,2.303573,-2.197225,-3.187082,0.634929,0.830044,6.910000,-24.856672,-19.463012,63.713344,72.374421,3.981818,5.654545,3.145455,4.818182,NaN,2.981818,4.345455,NaN,3.963636,4.563636,2.690909,6.000000,1.181818,4.000000,NaN,2.000000,4.981818,NaN,3.000000,5.090909
660030.000000,-0.690750,0.509474,2.213013,2.213013,0.693147,0.693147,1.881631,-2.197225,-0.550312,-0.307075,5.473896,6.910000,-65.149086,-59.476960,144.298173,152.959250,1.454545,3.545455,1.163636,3.090909,NaN,2.963636,3.509091,NaN,4.254545,4.636364,2.036364,6.000000,1.000000,3.363636,NaN,1.781818,4.909091,NaN,2.963636,5.000000
660031.000000,1.724375,-0.193682,1.995943,1.995943,0.693147,0.693147,2.128483,-2.197225,-0.717667,-0.521468,5.351820,6.910000,-46.010787,-40.326036,106.021574,114.682651,4.200000,5.836364,3.272727,5.490909,NaN,1.054545,2.181818,NaN,2.327273,2.872727,2.690909,6.000000,1.000000,4.000000,NaN,1.036364,4.818182,NaN,2.981818,5.000000
660032.000000,1.027442,-0.054581,1.096185,1.096185,0.693147,0.693147,2.171169,-2.197225,-1.596633,-0.146892,2.223273,6.910000,-39.148117,-33.411676,92.296234,100.957312,3.509091,5.000000,2.654545,4.600000,NaN,2.036364,3.109091,NaN,3.145455,3.363636,2.181818,6.000000,1.000000,3.927273,NaN,1.472727,4.781818,NaN,3.000000,5.000000
660033.000000,1.454689,0.412009,2.482664,2.482664,0.693147,0.693147,2.117429,-2.197225,-3.051062,-0.322372,4.823807,6.910000,-38.121106,-32.536114,90.242213,98.903290,4.200000,6.000000,3.018182,5.490909,NaN,1.745455,2.818182,NaN,4.181818,4.436364,2.818182,6.000000,1.000000,4.000000,NaN,1.763636,4.781818,NaN,3.000000,5.000000
660034.000000,0.706244,1.070348,2.145695,2.145695,0.693147,0.693147,1.778686,-2.197225,-2.022600,0.641253,3.632063,6.910000,-63.844861,-58.156206,141.689722,150.350799,4.163636,5.672727,2.854545,5.581818,NaN,3.472727,4.763636,NaN,4.527273,5.290909,2.581818,6.000000,1.290909,3.927273,NaN,2.000000,4.981818,NaN,3.309091,5.090909
660035.000000,0.506396,0.623596,0.958588,0.958588,0.693147,0.693147,1.917981,-2.197225,3.307683,0.079036,4.849522,6.910000,-58.303201,-52.530695,130.606401,139.267478,3.545455,6.000000,2.618182,5.090909,NaN,2.672727,4.327273,NaN,3.872727,5.054545,2.290909,6.000000,1.000000,3.872727,NaN,1.581818,4.927273,NaN,3.000000,5.090909
660036.000000,1.285386,1.397166,3.085903,3.085903,0.693147,0.693147,2.663609,-2.197225,-0.493427,-1.142262,2.762259,6.910000,-29.254908,-23.959373,72.509817,81.170894,2.327273,3.581818,1.163636,3.472727,NaN,1.545455,2.218182,NaN,3.072727,3.345455,2.109091,5.890909,1.000000,3.490909,NaN,1.018182,4.490909,NaN,3.000000,5.000000
660037.000000,1.309934,0.474002,2.114295,2.114295,0.693147,0.693147,1.708164,-2.197225,-1.022782,0.090324,4.182993,6.910000,-63.230249,-57.524712,140.460497,149.121575,4.127273,5.727273,3.000000,5.490909,NaN,2.472727,3.709091,NaN,4.054545,4.963636,2.818182,6.000000,1.145455,3.836364,NaN,1.890909,4.909091,NaN,3.163636,5.018182
660038.000000,0.390954,-0.257598,3.313412,3.313412,0.693147,0.693147,1.933304,-2.197225,-0.240073,0.235082,1.745642,6.910000,-38.985606,-33.786351,91.971211,100.632288,3.509091,5.000000,2.490909,4.727273,NaN,2.672727,3.781818,NaN,3.345455,3.945455,2.690909,6.000000,1.018182,3.927273,NaN,2.000000,4.927273,NaN,3.000000,5.000000
660039.000000,0.963774,1.138758,2.072686,2.072686,0.693147,0.693147,1.868491,-2.197225,-4.353544,-1.493688,9.245957,6.910000,-88.816088,-83.252215,191.632175,200.293253,4.018182,5.963636,2.927273,5.054545,NaN,3.000000,4.363636,NaN,4.581818,5.818182,2.490909,6.000000,1.018182,3.690909,NaN,1.872727,4.945455,NaN,3.000000,5.381818
660040.000000,1.288038,0.384959,3.838710,3.838710,0.693147,0.693147,1.885632,-2.197225,-5.077289,1.409436,4.478039,6.910000,-53.907556,-49.297713,121.815113,130.476190,4.981818,6.000000,3.745455,5.818182,NaN,4.000000,4.545455,NaN,5.054545,5.309091,3.054545,6.000000,1.800000,4.072727,NaN,2.000000,5.000000,NaN,3.527273,5.163636
660041.000000,1.113518,-0.257692,1.606946,1.606946,0.693147,0.693147,1.917895,-2.197225,-1.375357,0.426577,5.880825,6.910000,-53.447520,-47.711998,120.895040,129.556117,4.709091,6.000000,3.800000,5.581818,NaN,1.163636,3.418182,NaN,2.636364,3.400000,3.018182,6.000000,1.163636,4.018182,NaN,1.381818,4.909091,NaN,3.054545,5.000000
660042.000000,1.129480,-0.156056,1.000000,1.000000,0.693147,0.693147,1.740211,-2.197225,-1.514779,-0.381778,0.872419,6.910000,-40.554655,-34.907483,95.109309,103.770386,3.054545,4.163636,2.000000,3.981818,NaN,1.854545,2.890909,NaN,2.836364,3.381818,2.127273,6.000000,1.000000,3.781818,NaN,1.200000,4.672727,NaN,3.000000,5.000000
660043.000000,2.095386,0.770802,2.711520,2.711520,0.693147,0.693147,1.816010,-2.197225,-0.642139,0.738514,6.412337,6.910000,-66.338329,-60.814409,146.676658,155.337735,5.018182,5.872727,4.127273,5.836364,NaN,3.654545,4.872727,NaN,4.963636,5.818182,3.054545,6.000000,1.490909,4.054545,NaN,1.890909,4.945455,NaN,3.545455,5.181818
660044.000000,0.775235,0.958919,3.251496,3.251496,0.693147,0.693147,1.975765,-2.197225,-6.256348,0.527352,5.611147,6.910000,-70.993778,-65.765385,155.987556,164.648633,4.400000,5.436364,3.109091,5.272727,NaN,3.745455,4.836364,NaN,4.872727,5.600000,3.000000,6.000000,1.200000,4.000000,NaN,2.000000,5.000000,NaN,3.400000,5.181818
660045.000000,0.805580,0.453934,2.281224,2.281224,0.693147,0.693147,1.909438,-2.197225,-0.519739,0.674951,4.138586,6.910000,-55.269484,-49.602288,124.538969,133.200046,4.400000,5.909091,3.163636,5.581818,NaN,3.272727,4.436364,NaN,4.454545,5.072727,2.890909,6.000000,1.145455,4.000000,NaN,2.000000,4.981818,NaN,3.000000,5.090909
660046.000000,0.625232,0.657911,2.359231,2.359231,0.693147,0.693147,1.790208,-2.197225,0.628193,0.740598,5.443684,6.910000,-64.954026,-59.307655,143.908053,152.569130,3.909091,5.800000,2.890909,5.345455,NaN,3.490909,4.472727,NaN,4.781818,5.472727,3.036364,6.000000,1.290909,3.927273,NaN,1.872727,4.836364,NaN,3.054545,5.181818
660047.000000,0.153985,-0.272824,3.533154,3.533154,0.693147,0.693147,1.769663,-2.197225,-2.506385,-0.044111,10.107071,6.910000,-100.804208,-95.874324,215.608417,224.269494,4.818182,5.327273,4.036364,4.927273,NaN,1.418182,1.927273,NaN,2.000000,2.509091,3.054545,5.945455,1.454545,3.672727,NaN,1.763636,4.472727,NaN,2.981818,5.000000
660048.000000,0.087925,-0.133009,1.455994,1.455994,0.693147,0.693147,2.308737,-2.197225,-4.022392,0.804390,4.937623,6.910000,-52.253655,-46.546483,118.507310,127.168387,3.709091,6.000000,3.163636,5.490909,NaN,2.890909,3.836364,NaN,3.727273,4.290909,2.418182,6.000000,1.127273,3.927273,NaN,1.872727,4.927273,NaN,3.000000,5.018182
660049.000000,0.193605,0.363416,3.179430,3.179430,0.693147,0.693147,1.847001,-2.197225,-1.845448,0.399507,1.861348,6.910000,-43.518862,-38.224715,101.037724,109.698801,3.672727,5.272727,2.854545,4.345455,NaN,2.636364,3.672727,NaN,3.963636,4.709091,2.690909,6.000000,1.272727,3.927273,NaN,1.872727,4.981818,NaN,3.000000,5.000000
660050.000000,0.495554,-0.198542,0.734604,0.734604,0.693147,0.693147,2.116005,-2.197225,-0.438387,-0.665979,4.503641,6.910000,-50.597760,-44.812061,115.195520,123.856598,3.272727,5.454545,2.309091,4.236364,NaN,1.054545,2.636364,NaN,2.181818,3.109091,2.181818,6.000000,1.000000,3.872727,NaN,1.145455,4.818182,NaN,2.981818,5.000000
660051.000000,1.228801,-0.074186,2.367942,2.367942,0.693147,0.693147,2.468583,-2.197225,-3.568577,0.110675,6.269907,6.910000,-49.550623,-43.997756,113.101245,121.762323,4.945455,6.000000,3.654545,5.727273,NaN,1.454545,2.527273,NaN,3.018182,3.872727,3.000000,6.000000,1.290909,4.018182,NaN,1.781818,4.672727,NaN,3.000000,5.000000
660052.000000,-0.086082,0.332968,1.992942,1.992942,0.693147,0.693147,2.843616,-2.197225,-2.576017,1.346716,3.357068,6.910000,-26.488065,-20.901824,66.976131,75.637208,4.236364,6.000000,3.581818,5.327273,NaN,3.636364,4.927273,NaN,4.672727,5.072727,2.690909,6.000000,1.727273,4.000000,NaN,2.000000,5.000000,NaN,3.145455,5.109091
660053.000000,1.707823,-0.493662,2.296106,2.296106,0.693147,0.693147,2.313454,-2.197225,-0.881240,-0.561371,6.320050,6.910000,-40.336922,-34.736835,94.673843,103.334920,4.563636,6.000000,3.200000,5.818182,NaN,1.036364,2.581818,NaN,1.509091,2.509091,2.836364,6.000000,1.145455,4.000000,NaN,1.000000,4.618182,NaN,2.945455,5.000000
660054.000000,0.864153,-0.768846,-0.114687,-0.114687,0.693147,0.693147,2.640853,-2.197225,-0.049920,0.266870,1.575945,6.910000,-26.395735,-20.727597,66.791471,75.452548,3.672727,5.109091,2.836364,4.981818,NaN,2.436364,3.709091,NaN,3.472727,3.781818,2.527273,6.000000,1.000000,3.927273,NaN,1.672727,4.981818,NaN,3.000000,5.000000
660055.000000,1.661905,0.525327,1.952765,1.952765,0.693147,0.693147,2.000842,-2.197225,-5.231980,0.636375,5.177003,6.910000,-56.654434,-50.990000,127.308869,135.969946,4.763636,6.000000,3.654545,5.581818,NaN,3.036364,3.945455,NaN,4.400000,5.454545,3.018182,6.000000,1.290909,4.000000,NaN,1.872727,4.981818,NaN,3.145455,5.090909
660056.000000,-0.170888,1.189310,3.580496,3.580496,0.693147,0.693147,1.920646,-2.197225,-0.495962,0.556239,5.941779,6.910000,-79.337969,-74.348108,172.675937,181.337015,1.854545,4.309091,1.509091,3.418182,NaN,4.018182,4.490909,NaN,4.727273,6.000000,2.200000,6.000000,1.327273,3.563636,NaN,2.000000,4.927273,NaN,3.672727,5.454545
660057.000000,1.244527,-0.333871,2.724890,2.724890,0.693147,0.693147,2.062646,-2.197225,-0.494425,0.327904,6.996287,6.910000,-59.653925,-54.153941,133.307850,141.968928,5.109091,5.890909,3.927273,5.727273,NaN,1.272727,3.854545,NaN,1.818182,2.509091,3.018182,6.000000,1.327273,4.054545,NaN,1.909091,4.872727,NaN,3.018182,5.000000
660058.000000,1.406481,0.079417,1.911583,1.911583,0.693147,0.693147,2.044603,-2.197225,-2.118117,-0.041881,5.792017,6.910000,-58.089143,-52.398344,130.178286,138.839363,4.745455,6.000000,3.363636,5.709091,NaN,1.272727,2.618182,NaN,3.018182,3.418182,2.872727,6.000000,1.290909,4.018182,NaN,1.545455,4.872727,NaN,3.036364,5.000000
660059.000000,8.096337,1.230020,2.896782,2.896782,0.693147,0.693147,1.681487,-2.197225,-0.864816,-0.555548,5.798324,6.910000,-69.626490,-64.213807,153.252980,161.914057,4.327273,5.727273,3.600000,5.690909,NaN,3.527273,3.727273,NaN,4.254545,5.290909,2.690909,6.000000,1.127273,3.945455,NaN,1.872727,4.727273,NaN,3.163636,5.054545
660060.000000,1.027161,0.398382,2.485926,2.485926,0.693147,0.693147,2.184282,-2.197225,-0.811952,1.176913,5.052210,6.910000,-47.500496,-41.911330,109.000993,117.662070,4.836364,6.000000,4.054545,5.690909,NaN,3.309091,4.690909,NaN,4.654545,4.981818,3.018182,6.000000,1.545455,4.018182,NaN,2.000000,5.000000,NaN,3.163636,5.127273
660061.000000,0.682532,0.842478,2.539463,2.539463,0.693147,0.693147,1.906746,-2.197225,-0.881568,-0.167843,7.463968,6.910000,-73.924346,-68.368497,161.848691,170.509768,4.400000,5.581818,2.563636,5.181818,NaN,4.072727,4.381818,NaN,4.509091,5.690909,2.745455,6.000000,1.000000,3.836364,NaN,2.000000,4.909091,NaN,3.054545,5.109091
660062.000000,0.812132,0.010046,2.838820,2.838820,0.693147,0.693147,1.729885,-2.197225,-0.290276,0.160662,1.149037,6.910000,-38.576658,-33.163321,91.153315,99.814393,3.509091,5.054545,2.818182,4.545455,NaN,2.490909,3.781818,NaN,3.781818,4.127273,2.527273,6.000000,1.000000,3.927273,NaN,1.672727,4.818182,NaN,3.000000,5.000000
660063.000000,0.285093,0.580151,2.198053,2.198053,0.693147,0.693147,1.757419,-2.197225,-4.355895,0.711790,6.223907,6.910000,-78.977875,-73.338864,171.955750,180.616828,3.418182,5.472727,2.854545,5.018182,NaN,3.327273,5.163636,NaN,4.472727,5.545455,2.818182,6.000000,1.272727,3.927273,NaN,2.000000,4.909091,NaN,3.054545,5.090909
660064.000000,0.382572,-0.331181,3.720120,3.720120,0.693147,0.693147,1.765757,-2.197225,-1.454099,0.272039,6.703757,6.910000,-85.724327,-80.913398,185.448654,194.109731,4.600000,5.727273,3.745455,5.345455,NaN,1.309091,3.381818,NaN,2.654545,2.436364,3.018182,6.000000,1.200000,3.981818,NaN,2.000000,4.618182,NaN,3.054545,5.000000
660065.000000,0.268109,0.410951,2.032360,2.032360,0.693147,0.693147,1.901421,-2.197225,1.000000,-1.023903,7.287668,6.910000,-84.445755,-78.785718,182.891511,191.552588,3.272727,5.218182,1.309091,3.909091,NaN,1.872727,3.709091,NaN,2.927273,5.109091,2.218182,6.000000,1.000000,3.781818,NaN,1.672727,4.781818,NaN,3.145455,5.000000
660066.000000,1.441887,-0.950263,1.817532,1.817532,0.693147,0.693147,2.110775,-2.197225,-1.158058,1.152465,1.475909,6.910000,-21.953144,-16.316360,57.906288,66.567365,4.309091,6.000000,3.600000,5.490909,NaN,3.145455,4.545455,NaN,4.145455,4.545455,3.000000,6.000000,1.545455,4.018182,NaN,2.000000,5.000000,NaN,3.090909,5.109091
660067.000000,1.922690,0.287279,2.211459,2.211459,0.693147,0.693147,2.148221,-2.197225,-0.719558,-0.529076,2.958383,6.910000,-53.636627,-47.988049,121.273254,129.934331,3.672727,4.545455,2.472727,4.545455,NaN,1.963636,2.618182,NaN,2.927273,3.527273,2.181818,5.981818,1.000000,3.927273,NaN,1.018182,4.618182,NaN,2.981818,5.000000
660068.000000,1.426337,-0.260308,3.161360,3.161360,0.693147,0.693147,2.811688,-2.197225,-0.172406,-0.447998,0.858400,6.910000,-19.359535,-14.264442,52.719071,61.380148,2.690909,4.145455,2.090909,4.054545,NaN,1.781818,2.945455,NaN,2.563636,3.454545,2.181818,5.981818,1.000000,3.872727,NaN,1.018182,4.618182,NaN,2.981818,5.000000
660069.000000,2.203221,0.602019,3.303742,3.303742,0.693147,0.693147,1.685373,-2.197225,-1.747829,-1.338607,6.730046,6.910000,-60.924985,-55.709638,135.849970,144.511047,4.054545,5.836364,3.181818,5.418182,NaN,1.890909,2.600000,NaN,4.090909,4.600000,2.890909,6.000000,1.000000,4.018182,NaN,1.490909,4.381818,NaN,3.000000,5.000000
660070.000000,1.089173,0.350494,1.152788,1.152788,0.693147,0.693147,2.009986,-2.197225,-2.863804,0.254974,3.776371,6.910000,-41.542118,-35.777320,97.084236,105.745313,4.290909,6.000000,3.018182,5.472727,NaN,2.709091,3.890909,NaN,3.890909,4.872727,2.690909,6.000000,1.000000,3.927273,NaN,1.763636,4.927273,NaN,3.000000,5.090909
660071.000000,1.724344,0.517207,3.017473,3.017473,0.693147,0.693147,2.244195,-2.197225,-0.202927,-0.826377,5.122732,6.910000,-42.860597,-37.468305,99.721194,108.382271,3.981818,4.109091,2.872727,5.200000,NaN,1.490909,2.272727,NaN,3.836364,4.400000,2.527273,5.945455,1.000000,4.000000,NaN,1.672727,4.618182,NaN,3.000000,5.000000
660072.000000,0.693897,0.117725,0.935852,0.935852,0.693147,0.693147,2.287321,-2.197225,-1.298848,-0.421514,7.122150,6.910000,-63.349807,-57.629580,140.699614,149.360691,3.781818,6.000000,2.254545,5.381818,NaN,1.163636,3.327273,NaN,2.872727,4.527273,2.290909,6.000000,1.000000,3.927273,NaN,1.254545,4.927273,NaN,2.963636,5.036364
