"ptID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL"
660070.000000,1.089173,0.350494,1.690986,1.690986,0.693150,0.693150,2.009986,-2.197310,-1.146558,0.254974,3.776371,6.908481,-43.354632
660071.000000,1.724344,0.517207,3.017473,3.017473,0.693152,0.693152,2.244195,-2.197205,-0.202927,-0.826377,5.122732,6.909961,-42.860581
660072.000000,1.117371,0.117725,0.613210,0.613210,0.693147,0.693147,1.739434,-2.197259,-0.642034,-0.421514,7.122150,6.902960,-68.454148
660073.000000,2.162360,0.854616,1.356477,1.356477,0.693149,0.693149,2.349308,-2.197372,-1.366249,-0.675462,5.865443,6.911205,-37.260048
660074.000000,1.022959,0.273635,2.439580,2.439580,0.693145,0.693145,1.780658,-2.197181,-1.395284,0.969826,7.549097,6.902003,-82.176145
660075.000000,1.136949,0.674928,2.336596,2.336596,0.693146,0.693146,2.136234,-2.197052,-1.059776,0.387781,9.047387,6.904519,-64.083278
660076.000000,0.342743,0.357007,0.564991,0.564991,0.693145,0.693145,1.799247,-2.197168,-1.380371,-0.452712,3.748996,6.904022,-65.953767
660077.000000,1.695190,0.068611,1.458047,1.458047,0.693149,0.693149,2.025261,-2.197182,-1.427902,-0.726043,5.704687,6.906530,-60.799211
660078.000000,0.861638,0.005593,2.456543,2.456543,0.693147,0.693147,1.924383,-2.197244,-2.433212,0.804949,6.918834,6.906509,-60.151968
660079.000000,2.400584,0.950403,1.790946,1.790946,0.693143,0.693143,1.769090,-2.197289,-0.810333,0.129081,8.677503,6.900843,-73.325058
660080.000000,1.091005,0.383073,1.885140,1.885140,0.693144,0.693144,2.135354,-2.197112,-0.612818,0.475977,2.019064,6.909855,-29.193638
660081.000000,1.872241,0.758638,2.302872,2.302872,0.693146,0.693146,2.057303,-2.197281,-1.863335,-0.918942,4.290517,6.902578,-55.042537
660082.000000,1.678467,0.175182,2.814207,2.814207,0.693142,0.693142,1.847452,-2.197278,-0.658286,0.371149,12.211467,6.916738,-75.595569
660083.000000,1.854481,0.039743,0.158817,0.158817,0.693149,0.693149,1.944523,-2.197240,-0.168372,-1.721197,3.774143,6.896428,-35.542027
660084.000000,0.067517,0.496628,2.941184,2.941184,0.693146,0.693146,1.811370,-2.197133,-0.842365,0.629013,7.786093,6.913516,-92.409018
660085.000000,2.570017,0.689598,2.721240,2.721240,0.693148,0.693148,2.059421,-2.197226,-1.093891,0.224408,-0.635685,6.912859,-35.144796
660086.000000,1.351344,0.444610,2.806688,2.806688,0.693146,0.693146,1.788476,-2.197191,-0.464815,0.419651,4.284523,6.899167,-68.481818
660087.000000,1.496363,0.598384,3.212186,3.212186,0.693149,0.693149,1.890005,-2.197198,-0.971733,-0.759110,4.045150,6.903659,-70.477893
660088.000000,0.562878,0.118408,1.491428,1.491428,0.693148,0.693148,2.013350,-2.197248,-1.325087,1.178671,8.523606,6.901392,-67.939203
660089.000000,1.290424,0.002812,1.906855,1.906855,0.693145,0.693145,1.698666,-2.197158,-2.158946,0.007481,5.586570,6.898503,-72.557956
660090.000000,1.445280,0.378579,2.055304,2.055304,0.693146,0.693146,1.904756,-2.197189,-2.132704,0.352231,1.462861,6.906269,-41.891360
660091.000000,1.620770,0.849259,1.523819,1.523819,0.693148,0.693148,1.734527,-2.197229,-0.400305,-1.019525,9.360594,6.910442,-71.159778
660092.000000,0.032253,1.263466,2.677723,2.677723,0.693149,0.693149,2.008629,-2.197227,-0.459240,-0.596616,0.777460,6.905816,-23.518650
660093.000000,0.866030,-0.289480,2.360932,2.360932,0.693149,0.693149,2.123310,-2.197152,-1.189611,-0.195214,4.674670,6.904730,-50.034549
660094.000000,0.840383,0.837971,2.124691,2.124691,0.693147,0.693147,1.709251,-2.197276,-0.022966,-0.187090,-0.563790,6.905580,-47.131135
660095.000000,0.099882,-0.141850,2.532623,2.532623,0.693151,0.693151,2.161253,-2.197319,-0.134244,-0.900534,9.305372,6.902343,-75.352176
660096.000000,0.731494,1.769896,2.658137,2.658137,0.693152,0.693152,2.002727,-2.197089,-0.963961,-0.121408,-0.284809,6.913471,-22.874290
660097.000000,1.221398,0.131036,3.465376,3.465376,0.693151,0.693151,1.784389,-2.197241,-1.818066,0.638596,4.343831,6.908557,-48.747046
660098.000000,0.602428,0.788897,2.374257,2.374257,0.693148,0.693148,2.185496,-2.197233,-2.343495,0.628976,6.191121,6.909404,-60.268069
660099.000000,1.244915,0.731518,3.104388,3.104388,0.693147,0.693147,1.836586,-2.197153,-1.339286,-0.453118,7.247026,6.911756,-89.605183
660100.000000,0.574609,0.888490,2.426161,2.426161,0.693152,0.693152,1.957735,-2.197226,-1.057421,1.387774,3.831351,6.905639,-36.318815
