"ptID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL"
660030.000000,0.969414,0.368285,3.880283,3.880283,0.693147,0.693147,1.619944,-2.197139,-1.654680,-0.034045,5.371190,6.898483,-102.825554
660031.000000,1.378694,0.461177,2.647449,2.647449,0.693144,0.693144,2.113264,-2.197274,-2.205000,0.797997,1.782165,6.910377,-29.999037
660032.000000,1.504646,-0.044535,2.099177,2.099177,0.693147,0.693147,1.807415,-2.197261,-1.468044,-0.380362,5.045870,6.906511,-52.495227
660033.000000,0.538289,0.257510,0.998072,0.998072,0.693144,0.693144,1.921763,-2.197197,-1.410820,-0.435989,2.750106,6.903349,-60.667819
660034.000000,0.522964,0.116063,1.954732,1.954732,0.693148,0.693148,2.064683,-2.197169,-1.343095,-0.010978,7.784605,6.913501,-72.654070
660035.000000,0.881227,1.364636,1.087429,1.087429,0.693148,0.693148,1.904057,-2.197204,-1.649310,-0.461089,8.838238,6.903986,-51.883078
660036.000000,0.216686,-1.180244,3.352820,3.352820,0.693145,0.693145,2.159124,-2.197305,-0.236656,0.327528,7.067468,6.912166,-58.611370
660037.000000,0.372875,0.555507,1.512384,1.512384,0.693148,0.693148,1.909601,-2.197298,-0.982879,0.369862,1.439202,6.913169,-35.290884
660038.000000,-0.420372,0.909488,1.758797,1.758797,0.693149,0.693149,2.220715,-2.197153,-1.111625,-0.607894,1.338425,6.911837,-23.199658
660039.000000,0.713197,-0.367638,1.753746,1.753746,0.693142,0.693142,1.859055,-2.197245,-1.054915,-0.094294,7.465017,6.910397,-78.053028
660040.000000,0.830047,-0.231773,1.161478,1.161478,0.693148,0.693148,2.009872,-2.197208,-0.326314,0.814602,9.811446,6.901742,-64.313575
660041.000000,1.357618,0.421018,3.102009,3.102009,0.693145,0.693145,1.990877,-2.197162,-1.010425,0.131573,6.043332,6.905908,-58.397446
660042.000000,1.637239,0.749408,1.611614,1.611614,0.693145,0.693145,2.001573,-2.197246,-0.526599,-0.794180,3.601219,6.911597,-54.590456
660043.000000,-0.122116,0.249163,2.486973,2.486973,0.693145,0.693145,1.957395,-2.197248,-1.083892,0.813790,4.437710,6.908643,-67.984354
660044.000000,1.577311,0.485863,1.642022,1.642022,0.693148,0.693148,1.875473,-2.197188,-0.706986,0.065503,2.859654,6.905639,-47.738435
660045.000000,1.021193,0.773460,1.794429,1.794429,0.693146,0.693146,2.035097,-2.197199,-0.984996,-0.885188,3.542963,6.909153,-48.060974
660046.000000,0.724218,0.403453,2.131876,2.131876,0.693150,0.693150,1.771005,-2.197208,-1.097926,0.263023,1.215995,6.903856,-39.044170
660047.000000,1.131894,0.862922,3.171443,3.171443,0.693152,0.693152,2.052939,-2.197113,-1.701557,0.106689,7.135771,6.904865,-64.500110
660048.000000,1.157987,0.462874,1.868825,1.868825,0.693149,0.693149,1.757794,-2.197191,-0.915835,0.039889,6.278001,6.908622,-70.256489
660049.000000,1.334242,0.945042,1.733356,1.733356,0.693147,0.693147,1.986674,-2.197185,-1.334964,-0.044745,3.228099,6.897078,-47.609664
660050.000000,0.696967,0.001717,1.981701,1.981701,0.693149,0.693149,2.114701,-2.197211,-0.544247,1.060178,5.943770,6.905465,-49.162427
660051.000000,1.063495,0.303677,2.865704,2.865704,0.693150,0.693150,1.852432,-2.197291,-1.373287,-0.358995,4.846494,6.912782,-65.183312
660052.000000,-0.135993,0.159712,2.813702,2.813702,0.693146,0.693146,1.973520,-2.197276,-1.714393,-0.226960,7.497311,6.902576,-88.030330
660053.000000,1.188968,0.244085,1.067499,1.067499,0.693150,0.693150,2.045111,-2.197264,-1.936143,0.228758,1.749792,6.907017,-33.996298
660054.000000,2.383074,1.101864,1.038866,1.038866,0.693145,0.693145,1.945443,-2.197311,-1.268981,0.599340,8.325804,6.900980,-66.631763
660055.000000,0.281142,0.515196,1.547832,1.547832,0.693146,0.693146,1.812867,-2.197212,-1.249192,-0.576239,4.915769,6.893740,-82.728527
660056.000000,1.600766,0.552249,1.866070,1.866070,0.693147,0.693147,2.062474,-2.197231,-1.364319,0.507196,4.379955,6.907430,-42.582269
660057.000000,0.909544,1.339713,2.076762,2.076762,0.693149,0.693149,1.926474,-2.197190,-1.014221,-0.408343,3.976814,6.897190,-53.819490
660058.000000,1.069872,-0.289875,1.875203,1.875203,0.693145,0.693145,1.634905,-2.197185,-2.079888,0.357337,1.578650,6.904773,-41.928169
660059.000000,0.519032,0.273070,1.947865,1.947865,0.693152,0.693152,1.990838,-2.197245,-1.920475,-0.212261,4.250477,6.907556,-68.095381
660060.000000,1.018290,0.508752,1.304608,1.304608,0.693149,0.693149,1.790443,-2.197254,-0.199682,0.868096,7.930844,6.907479,-87.496560
660061.000000,2.398723,0.715309,3.408468,3.408468,0.693144,0.693144,1.922006,-2.197223,-1.039921,-0.194964,7.055711,6.909009,-61.177949
660062.000000,1.527067,-0.173357,1.468107,1.468107,0.693147,0.693147,1.814589,-2.197247,-0.719189,0.121938,3.603816,6.910288,-49.862182
660063.000000,0.543986,-0.076838,1.702605,1.702605,0.693144,0.693144,2.214996,-2.197263,-1.349911,0.636122,5.333310,6.897683,-54.000660
660064.000000,-0.047213,0.328867,0.424171,0.424171,0.693146,0.693146,2.249231,-2.197224,-1.092461,0.677454,4.510008,6.905773,-40.989904
660065.000000,-0.395200,-0.123621,1.631477,1.631477,0.693152,0.693152,2.126578,-2.197173,-0.207388,-0.691813,-0.477053,6.901702,-31.800417
660066.000000,0.823510,0.596236,4.820472,4.820472,0.693147,0.693147,2.095632,-2.197205,-0.662431,-0.716785,2.810576,6.906509,-46.379685
660067.000000,1.932715,-0.291657,2.281151,2.281151,0.693146,0.693146,2.038834,-2.197240,-0.944331,-0.265117,0.967694,6.909241,-33.760654
660068.000000,0.926911,-0.166990,2.913788,2.913788,0.693149,0.693149,1.770089,-2.197260,-0.444065,-0.001151,2.184913,6.918712,-50.180998
660069.000000,0.592643,-0.621716,1.859180,1.859180,0.693149,0.693149,2.128710,-2.197221,-0.373415,-0.355803,6.432496,6.906464,-42.465661
660070.000000,0.053951,0.672172,2.673027,2.673027,0.693149,0.693149,1.622135,-2.197180,-1.586843,-0.227324,5.815127,6.898222,-87.223293
660071.000000,0.817526,0.374413,2.610016,2.610016,0.693145,0.693145,1.673861,-2.197197,-1.063938,0.900129,3.681632,6.899141,-65.939881
660072.000000,0.816539,0.735951,2.361545,2.361545,0.693143,0.693143,2.059028,-2.197179,-0.956947,0.422878,5.082567,6.903192,-63.133855
660073.000000,-0.092953,-0.083346,2.718867,2.718867,0.693147,0.693147,2.006529,-2.197331,-1.256556,0.405454,9.780664,6.920110,-86.409059
660074.000000,1.324411,0.386908,0.715085,0.715085,0.693147,0.693147,1.673056,-2.197218,-0.549248,-0.115002,2.204105,6.901389,-74.299792
660075.000000,1.232790,0.189032,0.986416,0.986416,0.693149,0.693149,1.990041,-2.197215,-1.455124,-1.018816,4.485982,6.913282,-45.202055
660076.000000,0.707051,1.852378,1.502622,1.502622,0.693149,0.693149,1.955507,-2.197189,-1.295190,0.191108,11.177694,6.909281,-53.868663
660077.000000,1.176626,-0.005088,2.895543,2.895543,0.693145,0.693145,1.999066,-2.197167,-0.423416,1.340472,2.733080,6.900214,-42.511555
660078.000000,0.306592,0.147006,2.392225,2.392225,0.693149,0.693149,2.114987,-2.197259,-1.233656,-0.721975,6.620639,6.907007,-67.327459
660079.000000,0.899879,-0.041027,1.738030,1.738030,0.693143,0.693143,1.686117,-2.197281,-0.855115,1.088578,4.089616,6.912352,-47.690807
660080.000000,0.408069,0.170951,1.255146,1.255146,0.693147,0.693147,1.961027,-2.197318,-1.662431,-0.077049,6.775937,6.919271,-71.943771
660081.000000,0.698546,1.723231,2.287600,2.287600,0.693150,0.693150,2.060019,-2.197167,-1.261419,-0.409863,6.464991,6.912340,-63.754244
660082.000000,0.142041,-0.043883,2.207696,2.207696,0.693142,0.693142,2.137858,-2.197127,-1.172732,0.348219,8.124940,6.904534,-68.949693
660083.000000,1.644457,0.962979,0.726442,0.726442,0.693148,0.693148,1.651810,-2.197251,-1.157378,0.779948,4.833066,6.909779,-54.052334
660084.000000,1.521095,-0.324931,1.512815,1.512815,0.693146,0.693146,2.148541,-2.197175,-1.217156,-0.943762,6.749336,6.914594,-33.728023
660085.000000,0.407278,-0.119987,2.278154,2.278154,0.693146,0.693146,2.196715,-2.197212,-0.946893,0.584291,5.687278,6.913272,-57.736513
660086.000000,1.336392,-0.057508,2.667549,2.667549,0.693148,0.693148,2.001255,-2.197127,-1.777703,0.167107,5.192368,6.911713,-58.306080
660087.000000,1.551420,0.192894,3.007351,3.007351,0.693144,0.693144,2.059898,-2.197207,-1.274032,-0.592713,9.791136,6.909664,-61.147891
660088.000000,0.608004,-0.380913,2.727265,2.727265,0.693148,0.693148,2.022713,-2.197246,-1.781375,-0.587920,1.664069,6.901299,-36.450122
660089.000000,0.609552,-0.080808,2.221839,2.221839,0.693147,0.693147,2.163334,-2.197263,-1.215742,-0.328889,8.066957,6.902034,-55.260318
660090.000000,-0.161183,1.046308,1.355754,1.355754,0.693147,0.693147,2.244297,-2.197264,-1.156590,0.343380,3.895642,6.904780,-42.464874
660091.000000,0.814223,0.107031,2.912805,2.912805,0.693145,0.693145,1.898295,-2.197172,-1.390826,-0.528575,7.030518,6.913019,-69.154744
660092.000000,0.795511,-0.994104,2.160763,2.160763,0.693145,0.693145,1.722814,-2.197222,-1.024249,0.478634,6.524203,6.910353,-62.859780
660093.000000,1.437033,1.245090,2.827285,2.827285,0.693148,0.693148,2.088153,-2.197213,-1.144975,2.553726,10.215353,6.908561,-40.028932
660094.000000,0.303705,0.220734,0.666239,0.666239,0.693145,0.693145,1.837394,-2.197182,-1.980436,-0.241865,4.670981,6.899165,-77.940322
660095.000000,0.848959,-0.874779,3.125973,3.125973,0.693153,0.693153,1.990320,-2.197231,-0.467087,1.339254,8.870686,6.907446,-59.045151
660096.000000,0.248894,1.273160,2.294064,2.294064,0.693146,0.693146,1.604586,-2.197251,-1.637960,0.955981,7.664884,6.904740,-86.395911
660097.000000,0.652769,0.070779,3.048024,3.048024,0.693146,0.693146,1.832473,-2.197256,-1.459544,0.611101,8.923667,6.896343,-92.226445
660098.000000,0.030879,0.150895,1.947852,1.947852,0.693145,0.693145,1.810589,-2.197244,-0.778247,1.270032,2.934712,6.904139,-50.485545
660099.000000,1.254670,-0.092694,2.812653,2.812653,0.693145,0.693145,2.009310,-2.197293,-1.131047,-0.199067,1.509069,6.912285,-37.872431
660100.000000,0.940569,0.282765,2.358718,2.358718,0.693146,0.693146,1.742091,-2.197208,-0.159789,-0.020977,5.066004,6.906264,-73.073883
